id,name,inhabitants,k01_youth_unemployment,k02_single_parent_households,k03_old_age_poverty,k04_children_with_migration_background,k05_inhabitants_with_migration_background,k16_foreigners,k06_change_proportion_of_foreigner,k17_non_eu_foreigners,k07_foreign_transfer_recipients,k09_simple_residential_area,k10_duration_of_residence_over_5_years,k11_migration_volume,k12_balance_of_migration,k13_balance_of_migration_of_children_below_6
07400928,Germaniagarten,3980.0,5.98291,37.13528,19.2399,84.33931,57.1608,36.00503,0.48964,55.1291,32.88987,100.0,55.99251,30.32567,-2.28062,-11.58422
07501029,Ringstraße,8138.0,3.94558,30.39591,7.54839,65.35304,41.30007,21.44261,1.04788,63.20917,32.14286,30.06881,60.60724,27.48769,1.52248,-2.37057
07501030,Machonstraße,8890.0,4.07609,30.44554,7.55873,72.93065,42.93588,22.30596,0.52839,63.33838,29.16433,36.15298,64.98396,22.56523,0.78106,-0.05533
07501031,Eisenacher Straße,9101.0,2.886,34.34211,5.39278,56.37297,33.90836,16.10812,0.3141,66.43929,27.56972,18.41556,71.78928,17.82987,-0.36642,-3.96535
07501032,Imbrosweg,5653.0,4.63458,28.70544,5.17375,56.55836,34.31806,15.67309,1.16496,64.55982,32.72506,36.70617,71.82495,16.07084,-0.04105,0.24165
07501133,Fritz-Werner-Straße,8141.0,3.68957,29.93631,4.58234,71.50586,40.11792,23.32637,2.91746,64.0337,28.46633,93.28092,64.59667,22.66202,1.41468,-1.64627
07501134,Hundsteinweg,10584.0,2.92208,23.4391,2.83079,53.53788,30.15873,13.96447,0.24762,69.55345,31.13497,3.25964,73.09635,15.9244,0.39396,-1.36164
07501135,Birnhornweg,2233.0,1.76211,15.26316,1.12179,40.96774,23.9588,9.85222,-0.3358,63.18182,20.0,0.0,77.44917,14.17945,-0.6642,10.10101
07601236,Marienfelder Allee Nordwest,10193.0,5.84192,28.13397,6.19469,66.61608,42.85294,23.83989,1.04354,77.94239,54.55746,34.67085,67.15291,22.75237,-0.09802,0.81548
07601237,Kirchstraße,4740.0,1.3245,19.6468,2.60799,42.02899,25.88608,11.35021,1.48417,62.26766,17.68421,0.99156,73.91687,14.99065,0.57825,0.00951
07601238,Marienfelde Nordost,2869.0,4.6595,31.22807,2.1102,71.23552,39.97909,17.81108,0.89392,67.51468,38.68132,97.69955,73.15828,15.20628,0.52528,-2.4869
07601339,Tirschenreuther Ring West,5749.0,2.98507,35.19737,7.83133,60.03937,40.16351,15.01131,0.98524,68.59791,41.97689,8.38407,73.13815,11.21604,-0.33428,0.60119
07601340,Tirschenreuther Ring Ost,6429.0,5.13245,34.52722,7.85805,61.04015,42.61938,17.34329,1.7867,64.4843,38.39458,4.61969,72.01371,16.23564,0.24769,-0.40851
07601341,Diedersdorfer Weg,2284.0,4.0,21.02804,7.85824,54.2522,31.34851,16.41856,2.34644,42.93333,34.09742,90.76182,71.9963,21.59273,-0.21524,4.51389
07601442,Kettinger Straße,10498.0,2.11132,28.54331,2.09644,40.19548,23.12821,10.47819,0.72139,62.90909,27.00508,17.64146,73.01145,15.83203,0.57449,5.3193
07601443,Töpchiner Weg,10895.0,0.77178,26.81416,3.31029,41.57667,23.13905,9.14181,0.96323,62.14859,29.63801,0.3855,71.43684,14.87443,0.22423,3.92519
07601544,John-Locke-Straße,8485.0,4.8011,30.04808,5.57461,51.86488,30.61874,14.66117,3.02504,73.39228,34.0197,25.6924,62.39911,19.95911,5.56038,16.07623
07601545,Nahariyastraße,8431.0,6.0,38.94967,8.66873,64.07879,40.24434,22.99846,0.95564,76.17329,59.12807,75.16309,69.48644,15.64131,-0.59772,-2.00563
07601546,Franziusweg,6978.0,1.31004,21.42857,2.4619,35.50661,20.07739,8.77042,0.99059,52.45098,17.36746,0.0,76.27907,15.62699,-0.03566,6.12784
07601547,Horstwalder Straße,3859.0,4.18006,25.06596,1.60833,39.73988,22.13009,12.9049,0.58274,76.10442,36.67377,0.0,65.27208,23.00153,0.967,1.06383
07601548,Wittelsbacherstraße,2964.0,0.0,22.01258,0.80925,34.95327,18.92713,9.37922,1.2811,61.51079,30.58824,3.57625,72.41993,16.5655,0.2524,1.11722
08100101,Hasenheide,4516.0,9.14286,32.13296,23.91304,68.80131,56.1116,37.5775,1.31013,61.69711,26.69713,78.49867,61.21409,29.26466,-0.32025,-7.33669
08100102,Schillerpromenade Nord,8218.0,6.98366,32.14286,24.68619,68.97507,53.32198,35.7873,0.17536,61.78171,21.27422,100.0,62.0505,29.97513,-2.04771,-6.35008
08100103,Schillerpromenade Süd,7473.0,9.2,35.33448,24.59016,67.56757,49.9264,32.86498,-0.26731,59.93485,22.80316,100.0,60.60606,27.71857,-1.90276,-10.29994
08100104,Wartheplatz,6706.0,9.57983,32.62032,16.90141,82.09693,57.57531,36.16165,-0.44705,65.64948,33.40757,100.0,62.58418,26.89448,-1.63013,-9.18892
08100105,Silbersteinstraße,5567.0,9.87306,29.59184,16.86747,92.06511,65.40327,38.27914,0.26245,67.33928,36.78392,100.0,55.75104,31.533,5.62208,-1.34965
08100206,Flughafenstraße,9668.0,9.47752,31.49394,22.24771,76.4751,58.67811,38.31196,-1.16356,60.44816,25.52624,100.0,60.41059,29.25773,-2.1259,-11.95188
08100207,Rollberg,7451.0,10.86022,31.59898,22.22222,87.39217,67.3064,34.19675,-0.11763,76.0989,36.60394,100.0,71.51327,18.68236,-0.2749,2.4415
08100208,Körnerpark,12288.0,9.83021,34.50292,20.18265,77.17798,55.48503,35.22135,0.19125,62.43068,29.71615,100.0,63.54372,27.46674,-0.87782,-8.63807
08100209,Glasower Straße,8524.0,9.95169,28.29341,17.07589,83.96887,59.73721,40.603,3.39427,68.21728,36.30158,100.0,53.27708,41.32427,2.58255,-2.74547
08100310,Maybachufer,7877.0,5.95041,29.90528,16.96,64.7351,50.52685,30.95087,0.92827,61.48482,18.98336,100.0,63.69936,25.416,-1.5116,-7.73502
08100311,Reuterplatz,7342.0,3.32031,35.2349,16.93038,56.83531,47.49387,31.06783,-0.10274,57.43095,16.76163,100.0,62.55337,26.57078,-1.13197,-7.65517
08100312,Weichselplatz,11788.0,8.75817,33.66733,16.88192,66.62476,51.23855,33.06753,0.30905,61.18522,21.82941,100.0,63.45295,26.17792,-2.21133,-10.37716
08100313,Bouchéstraße,3868.0,3.60656,36.08563,12.43942,58.86654,38.00414,22.18201,0.04997,62.93706,25.78947,85.23785,67.53211,19.97038,1.84624,3.84574
08100314,Donaustraße,8264.0,7.22733,26.84049,25.6975,79.93311,61.15682,40.51307,0.44417,62.81362,29.60784,100.0,62.68506,28.29685,-1.35738,-11.00219
08100415,Ganghoferstraße,6530.0,7.32759,29.77941,17.51701,71.83246,52.43492,33.38438,-0.9548,61.46789,24.2016,96.76876,61.1605,28.18874,-3.46497,-13.19961
08100416,Alt-Rixdorf,6562.0,5.46022,31.23939,17.46795,68.00805,52.42304,33.694,0.17603,63.86251,26.02603,64.43158,60.69708,26.23345,-2.26385,-2.54393
08100417,Braunschweiger Straße,9919.0,11.24324,29.44785,17.5,75.35854,54.92489,35.73949,0.72769,62.11566,31.69079,94.9995,58.77854,30.43915,-0.97134,-9.78204
08100418,Hertzbergplatz,9588.0,6.01604,30.49555,16.42085,66.07281,47.72632,30.57989,-0.16747,57.67394,25.48878,100.0,61.68255,26.83387,-1.17912,-11.4609
08100419,Treptower Straße Nord,7100.0,12.5,29.86425,20.16461,87.40269,60.59155,40.23944,1.15222,61.25306,47.46137,100.0,58.92535,29.59286,-0.86063,-6.78924
08100520,Weiße Siedlung,5767.0,10.253,28.21637,18.62464,91.68399,74.33674,36.8996,2.21492,83.22368,45.24657,100.0,73.12394,21.97112,-0.80485,-3.98642
08100521,Schulenburgpark,9620.0,13.08859,30.4308,20.38168,87.85006,65.96674,29.64657,-1.07081,82.53857,55.93483,100.0,76.736,15.48314,-1.60848,-6.36152
08200622,Jahnstraße,5608.0,8.66477,27.80411,9.74729,84.85093,67.86733,43.74108,0.47167,67.18304,45.40378,100.0,55.92571,30.09119,1.54315,-3.02541
08200623,Park am Buschkrug,6064.0,6.60225,26.50823,10.9972,71.73282,46.00923,25.06596,-2.07348,75.06579,28.39161,100.0,65.87968,23.30935,-1.99644,-3.18932
08200624,Tempelhofer Weg,8754.0,8.47666,36.84864,10.76179,76.62435,46.55015,23.1894,1.61944,62.26601,37.19053,100.0,69.25204,21.52154,0.35663,-1.39887
08200725,Mohriner Allee Nord,2455.0,2.26415,16.12903,2.89575,54.54545,32.01629,11.4053,0.17954,63.21429,30.24194,99.8778,74.91568,16.4216,-0.70029,-7.15812
08200726,Hufeisensiedlung,6271.0,2.5,27.60252,7.33945,45.61879,28.91086,13.45878,0.71797,65.28436,32.27513,9.07351,70.55462,15.16724,0.47249,1.57915
08200727,Parchimer Allee Süd,7983.0,3.82775,40.70796,7.3081,53.72984,30.32694,13.84191,-0.2482,67.23982,26.04699,2.53038,73.72339,15.68658,0.65335,-5.10511
08200728,Ortolanweg,1253.0,5.74713,30.43478,6.70391,71.34146,33.43974,14.68476,1.17968,65.21739,31.48148,41.81963,73.94191,13.09093,2.43097,-8.73016
08200729,Britzer Garten,1865.0,2.05128,19.35484,6.89655,54.64191,36.13941,13.35121,1.21686,72.69076,15.42056,88.68633,67.19101,13.75421,0.46143,5.64963
08200730,Handwerker-Siedlung,3321.0,2.32558,20.76923,5.8427,54.23341,32.27943,16.10961,0.38198,72.8972,25.5814,65.19121,76.60494,16.07351,0.6938,4.57048
08200831,Buckow West,8320.0,3.66714,28.51511,4.14878,50.04136,28.11298,12.01923,1.17786,64.7,28.19932,60.85337,74.60018,15.50643,-0.32694,1.59154
08200832,Buckow Mitte,11578.0,5.06692,27.82446,3.39037,58.19936,31.33529,13.33564,-1.39008,74.28756,40.75366,76.02349,74.04663,16.42067,-1.45525,0.78367
08200833,Buckow Ost,8698.0,5.94262,29.15718,7.73715,73.35812,46.58542,23.21223,0.62721,73.99703,35.36842,99.86204,68.05757,21.75865,-0.74094,1.10299
08300934,Gropiusstadt Nord-West,12534.0,8.48533,30.08709,8.71446,82.61641,52.68071,21.42971,0.86205,74.758,40.83922,69.40322,73.62535,14.87418,0.43706,1.16095
08300935,Gropiusstadt Süd-West,7303.0,2.49042,31.44876,5.97458,79.06977,43.73545,17.6092,1.4123,71.92846,29.08297,82.24018,75.31465,14.18975,0.00595,-4.02907
08301036,Gropiusstadt Mitte,7190.0,7.62943,29.13817,8.35565,77.67722,47.60779,20.3338,0.39434,83.31053,47.76346,63.35188,72.09096,12.79427,0.19941,-3.21281
08301037,Gropiusstadt Süd-Ost,10564.0,6.54545,27.67857,8.39416,80.65803,57.88527,23.59902,2.20443,81.14721,41.05453,0.0,71.40986,15.86219,1.5162,7.64415
08401138,Goldhähnchenweg,2834.0,4.58333,33.33333,3.69128,67.72908,33.27452,13.51447,-0.08386,71.54047,56.63957,100.0,75.51929,10.28303,-0.02606,-5.72421
08401139,Vogelviertel Süd,4103.0,2.86533,22.25806,2.9975,66.86391,34.6332,14.5747,0.67044,71.40468,24.3762,79.86839,69.51625,17.25157,0.18218,1.57609
08401140,Vogelviertel Nord,2661.0,3.83275,27.00422,3.36134,59.50226,34.94927,15.25742,2.41681,66.99507,29.86667,100.0,74.32696,18.7147,0.11582,-2.4878
08401241,Blumenviertel,8264.0,1.25428,21.71717,1.61527,60.40932,36.35044,15.60987,1.45767,72.32558,25.33098,0.0,73.14756,17.30966,0.45138,4.87745
08401242,Zittauer Straße,6844.0,2.07101,21.875,1.7455,46.53099,26.05202,10.50555,0.86384,69.95828,21.79487,17.18293,76.41596,14.53804,0.53577,4.65728
08401243,Alt-Rudow,9997.0,4.05983,27.91991,4.04996,53.81166,30.06902,14.27428,2.23171,63.70007,31.82527,12.28369,71.93738,15.86843,1.0294,0.424
08401244,Waßmannsdorfer Chaussee,7118.0,1.6692,21.24646,2.14323,43.19868,24.85249,8.1905,0.33142,69.29674,19.3159,40.12363,74.90075,14.59681,0.99487,10.59891
08401245,Frauenviertel,3776.0,2.69608,27.23214,3.57675,49.21316,29.95233,10.72564,1.08739,65.4321,23.28767,0.0,71.33202,16.95198,-0.01236,-2.47374
08401246,Waltersdorfer Chaussee Ost,7951.0,3.91414,26.86916,3.20304,43.93103,27.04062,11.1181,1.47119,71.9457,34.35504,61.87901,74.57109,13.63356,0.07548,6.30475
09100101,Alt-Treptow,13167.0,3.30761,28.18358,6.27981,42.86309,33.18144,19.7995,0.64479,59.30188,18.40855,78.82585,60.477,26.11363,1.90544,1.76715
09100202,Plänterwald West,4375.0,1.20846,25.04708,2.78164,26.45963,19.54286,10.58286,1.32232,49.67603,16.44444,0.0,69.38626,16.52179,0.00097,-4.07196
09100203,Plänterwald Ost,6924.0,3.47648,41.07527,2.1059,38.4844,19.84402,12.86828,1.93705,60.94276,23.30654,0.0,65.80529,19.61826,0.12914,-6.40292
09100304,Baumschulenweg West,11722.0,2.73292,36.18557,1.81026,28.84078,17.49701,10.16038,1.58724,67.08648,20.03469,0.0,62.91994,21.21213,1.12473,-2.15967
09100305,Baumschulenweg Ost,4074.0,5.12821,36.8272,1.82927,27.4,19.7349,12.66568,2.24484,58.13953,17.75148,0.0,58.17061,26.37923,1.56149,-9.23965
09100306,Späthsfelde,3098.0,1.25786,23.97004,1.1236,57.72871,30.69722,17.20465,7.52946,90.80675,39.72056,64.36411,70.88737,25.15947,3.74672,25.83742
09100407,Johannisthal West,8480.0,1.66667,36.82759,1.65787,25.47597,12.88915,7.48821,1.69025,58.58268,24.67742,3.77358,70.91447,17.10362,0.52104,-0.12167
09100408,Johannisthal Ost,8105.0,2.82087,36.99095,2.91262,27.5783,15.99013,9.05614,1.47208,59.53678,30.90909,0.0,63.87325,22.22806,0.48614,-3.80798
09100409,Landschaftspark Adlershof,3375.0,0.0,21.33995,2.88809,29.5107,20.5037,8.17778,1.63051,72.10145,14.45783,59.05185,75.76037,12.56857,-0.1741,2.97343
09200510,Helmholtz-Kiez,7535.0,4.28725,37.23118,8.18713,47.69737,32.6211,24.53882,2.37067,60.8437,34.35281,99.96019,48.53107,35.95541,0.67747,-8.97213
09200511,Griechischer Park,12663.0,3.5835,37.88952,5.60261,36.4486,23.67527,16.12572,2.02091,63.9569,41.16466,1.5952,58.51208,25.21328,0.36644,-0.93535
09200512,Wuhlheide,3440.0,3.9261,42.28188,5.67227,38.40749,26.56977,18.31395,3.79884,59.36508,28.31715,42.67442,47.57548,38.63864,2.70568,4.12393
09200613,Bahnhof Schöneweide,9424.0,3.47744,30.19854,4.17391,45.33333,31.68506,24.41638,2.16443,63.92873,27.83641,13.6354,47.73191,37.84687,2.09037,-3.81959
09200614,Oberspree,3580.0,3.7037,36.06061,2.87037,18.23417,9.6648,5.44693,1.57182,68.20513,33.87097,42.82123,72.80626,15.7753,0.8786,5.84313
09200715,Wista,3059.0,0.66079,13.93189,1.90476,48.08853,42.13795,31.54626,-0.55653,68.0829,10.43203,97.97319,6.22302,51.1374,3.36134,3.1746
09200716,Dörpfeldstraße West,7669.0,3.18066,39.57016,2.44253,36.87196,22.3106,16.07772,2.71421,67.39659,30.61728,0.0,62.17331,25.50296,0.06646,0.66903
09200717,Dörpfeldstraße Ost,9482.0,3.56718,33.79679,2.46637,30.30086,18.86733,13.08796,3.70354,65.10878,26.75941,7.96246,62.23979,23.02665,1.74489,-4.68245
09200818,Spindlersfeld,3061.0,3.38983,36.54971,3.61664,18.50312,11.72819,7.54655,1.81385,69.26407,28.0,0.0,65.17205,19.86341,1.74132,0.16388
09200819,Köllnische Vorstadt,8292.0,5.38012,42.81407,3.60784,35.11307,22.68452,16.19633,3.09628,56.36634,34.65347,68.95803,60.6435,23.84246,2.00187,2.95494
09300920,Dorf Altglienicke,11751.0,1.60321,22.79102,0.89962,28.6216,17.22407,7.8972,1.6824,67.4569,32.17489,34.72045,65.92432,19.26221,5.11503,11.76164
09300921,Preußen Siedlung,2697.0,0.0,15.75342,0.92081,20.0,11.97627,5.67297,0.41394,61.43791,19.17808,0.0,71.63202,15.87951,2.50275,-1.12666
09300922,Kosmos Viertel,5660.0,6.65557,49.26686,6.77778,29.99136,18.63958,11.4841,4.31729,64.92308,52.89389,33.88693,70.60254,17.00817,0.1692,10.2208
09300923,Kölner Viertel,8169.0,4.10798,33.36339,4.46512,31.06588,21.01848,9.68295,1.22207,83.69153,48.10952,0.0,68.09904,18.95471,-0.45931,4.31007
09301024,Falkenberg,2417.0,2.23464,18.95911,1.2844,20.44444,12.12247,5.41994,1.77159,48.0916,15.625,9.10219,64.06114,16.8144,3.71393,7.55297
09301025,Alt-Bohnsdorf,10760.0,2.49187,27.83603,1.2848,23.36066,14.38662,8.81041,0.15081,64.66245,18.91304,62.63941,73.89613,31.47001,-0.46625,-3.88921
09301126,Grünau,7217.0,2.04082,27.24719,1.2926,29.58904,15.61591,9.22821,0.51458,59.90991,23.04147,0.0,56.80848,26.85567,4.93855,10.04508
09301227,Karolinenhof,1871.0,0.0,20.94241,0.69808,17.74744,10.47568,4.00855,0.4079,60.0,11.11111,50.77499,73.91061,11.80815,0.84113,1.72414
09301228,Schmöckwitz/Rauchfangswerder,2571.0,1.59574,25.62278,0.99174,19.57041,10.9296,5.44535,-0.06493,56.42857,12.90323,98.40529,72.02136,16.25581,0.05828,1.53533
09401329,Kietzer Feld/Nachtheide,10138.0,2.04082,32.70911,1.59879,14.16455,7.16118,3.59045,0.73076,52.74725,28.82353,8.00947,72.41133,12.574,0.78798,0.12563
09401330,Wendenschloß,1911.0,0.0,20.79208,0.60606,21.67183,10.98901,5.28519,0.80679,67.32673,14.89362,0.0,67.63897,18.02951,0.00012,4.19978
09401431,Allende I,5445.0,2.16718,33.09693,0.85164,19.90881,9.27456,4.0404,0.3367,61.81818,31.30841,0.0,68.13754,13.79694,1.39459,-0.43398
09401432,Siedlung Kämmereiheide,1569.0,3.33333,24.46809,2.53521,29.43038,16.12492,8.92288,2.24766,74.28571,39.28571,0.0,71.02546,15.2439,0.16046,5.17449
09401433,Allende II,4368.0,3.30579,38.34356,1.71958,25.17606,13.62179,9.2033,-1.81182,83.08458,23.63636,0.0,69.44774,19.92329,-0.10385,-7.20051
09401534,Altstadt Köpenick,7337.0,5.12465,39.89247,5.46956,31.22831,20.45795,13.26155,0.85145,63.20658,40.12539,0.0,58.54191,27.00271,1.5967,0.55285
09401635,Müggelheim,6867.0,0.0,20.558,0.84541,15.77465,8.752,3.82991,0.6915,64.63878,16.20553,32.6489,75.80475,13.85423,1.03192,6.24625
09501736,Hirschgarten,4575.0,5.97484,33.05263,1.19904,20.89552,11.97814,7.67213,0.71066,69.23077,40.66265,3.25683,64.0553,29.19938,-0.50282,0.0094
09501737,Alt-Friedrichshagen,14434.0,1.39442,32.12401,1.0,15.59117,8.54233,4.10836,0.23565,68.2968,21.73145,0.0,68.91372,16.55187,1.14471,3.34685
09501838,Rahnsdorf,9856.0,1.63934,27.16175,1.07362,20.11349,10.36932,5.48904,0.47691,71.90388,26.52259,42.30925,72.75427,18.94674,2.39611,7.6004
09501939,Bahnhofstraße,6377.0,2.57827,27.03102,1.98198,21.9246,16.4811,10.86718,2.91732,59.59596,24.33628,0.0,54.86192,25.22555,3.3546,-4.48213
09501940,Güterbahnhof Köpenick,2678.0,3.37079,36.46209,1.94175,23.74101,16.61688,11.53846,3.0781,66.01942,29.33333,0.0,59.8572,26.09568,0.55168,-13.51973
09501941,Friedrichshagener Straße,2678.0,0.0,23.78641,1.92555,24.75248,12.54668,7.46826,2.92107,53.5,20.94241,0.0,64.48964,20.95514,0.20624,-8.01819
09502042,Mittelheide,4106.0,1.18694,22.61905,1.08588,17.01445,10.76473,6.35655,0.8952,52.87356,15.50388,0.0,65.9815,20.8628,2.2341,0.65512
09502043,Dammheide,9188.0,1.10063,35.2861,1.13758,18.82248,9.27296,4.97388,1.41932,61.26915,19.6347,0.0653,71.93062,16.29291,1.71158,4.25792
10100101,Marzahn West,5709.0,5.67108,48.66385,11.6622,42.18213,28.02592,15.85216,1.80488,69.72376,43.36794,100.0,72.26468,16.13914,-0.19655,2.46514
10100102,Rosenbecker Straße,3317.0,4.71976,50.13263,10.78838,40.79148,27.49472,18.5107,2.87434,77.03583,31.13367,100.0,70.83333,19.43827,0.00055,2.89495
10100103,Wittenberger Straße,7685.0,3.89105,39.22518,10.84431,37.42247,26.21991,14.3136,1.87366,74.81818,33.11383,100.0,68.9395,19.98693,1.68623,0.82943
10100104,Golliner Straße,7611.0,3.58796,44.59459,10.86187,43.98364,28.85298,12.49507,1.7421,72.3449,36.9164,100.0,73.79195,15.69915,-0.3729,-0.77009
10100206,Wuhletalstraße,10586.0,5.13834,43.086,5.91447,40.93735,25.83601,13.24391,1.79885,70.89872,40.85631,30.83318,72.78095,15.36181,-0.64732,-1.6257
10100207,Ahrensfelder Berge,8198.0,4.18848,46.32272,5.39924,26.87075,17.68724,10.52696,2.1202,66.39629,37.41093,23.26177,69.66206,17.15074,0.22058,1.73964
10100208,Bürgerpark,9163.0,5.4242,40.18568,3.21821,51.24585,25.37379,14.17658,2.58463,68.36028,40.78212,19.68788,69.00285,16.69318,1.4698,-2.40223
10100209,Lea-Grundig-Straße,8153.0,1.75439,37.7551,3.20342,42.91471,26.29707,15.93279,-2.6481,64.66513,29.04984,15.90825,68.27184,27.69736,-2.59718,-7.27355
10100210,Marzahner Promenade,10782.0,4.37045,35.61116,4.02338,45.58011,26.68336,13.25357,2.67871,71.51854,32.80232,21.54517,74.98544,14.21078,0.81709,4.09824
10100311,Marzahner Chaussee,2228.0,4.8913,20.57416,1.72414,41.56977,29.5781,17.14542,0.59307,68.06283,20.16349,100.0,66.57197,28.49627,0.70288,-7.05252
10100312,Springpfuhl,14860.0,4.13355,32.44305,3.70979,50.16062,26.56797,13.14266,3.46995,77.67537,26.63502,3.63392,71.55275,16.95809,2.26828,2.45505
10100313,Alt-Marzahn,4793.0,3.33333,29.25532,2.57235,54.57464,30.23159,18.94429,1.79601,79.84581,22.30942,90.81995,67.58591,23.27668,-0.35399,2.34594
10100314,Auersbergstraße,6309.0,2.45902,35.12658,2.57171,36.73674,19.48011,9.49437,2.18147,74.29048,31.95876,99.08068,78.05643,12.64057,0.02304,1.17737
10100315,Bärenstein,7171.0,3.15315,39.14141,2.54372,43.58766,26.04937,11.89513,2.57925,69.75381,35.70567,58.13694,74.13869,17.72924,0.85469,1.86455
10100316,Landsberger Tor,3681.0,3.53982,24.5977,3.04302,24.04288,14.53409,4.97148,-0.11648,69.94536,40.93567,0.0,57.16773,14.35535,0.55473,-5.46706
10200417,Zossener Straße,7171.0,6.07867,44.80078,11.86186,47.56815,33.62153,19.21629,3.12265,66.25544,39.55224,65.33259,67.39261,21.60779,1.66636,-3.12298
10200418,Kyritzer Straße,5445.0,3.9916,50.0,7.8853,22.14839,12.80073,7.27273,-1.78114,66.41414,39.15344,7.80533,62.8427,22.17538,-1.08105,-10.22024
10200419,Havelländer Ring,3564.0,3.27869,40.31891,7.8534,52.60805,40.20763,27.49719,10.97025,54.18367,20.22822,39.19753,60.72174,26.7183,1.9331,2.83271
10200420,Gut Hellersdorf,7159.0,5.65724,46.94348,7.88127,47.90823,26.66574,20.50566,3.85769,73.02452,55.44894,0.0,66.56663,16.70561,-0.13713,0.2592
10200421,Helle Mitte,1716.0,2.5,27.55102,14.53744,69.85075,49.35897,28.2634,10.84097,59.79381,23.52941,0.0,57.33496,31.0152,1.60559,-3.13232
10200422,Hellersdorfer Promenade,6503.0,8.53659,44.18052,11.06557,50.26702,37.87483,30.3706,7.2404,61.06329,47.72727,100.0,58.90026,26.16415,5.89883,7.67572
10200423,Böhlener Straße,5929.0,6.43777,48.05031,10.20408,38.86329,31.80975,21.97672,2.72416,47.81274,30.82353,0.0,56.89097,33.27454,2.17511,0.76118
10200524,Adele-Sandrock-Straße,9975.0,3.35404,40.39363,2.84238,36.59574,18.78697,12.30075,3.25918,73.34963,35.25,0.0,65.02023,21.46679,3.94496,9.25183
10200525,Schleipfuhl,5317.0,5.10397,41.37931,7.25191,39.31145,25.16457,17.60391,4.84516,64.42308,49.46004,0.0,69.62333,16.09339,-0.38576,3.59989
10200526,Boulevard Kastanienallee,6111.0,4.14747,47.11316,10.91549,46.05835,34.05335,23.69498,3.61308,62.36188,32.89106,87.4325,61.61848,23.25724,-0.50541,-2.94428
10200627,Am Kienberg,3465.0,4.44444,49.57265,5.80271,33.20158,20.40404,11.31313,3.14562,78.06122,30.76923,0.0,68.15422,19.87996,1.28715,4.74903
10200628,Neue Grottkauer Straße,6342.0,5.78512,50.59848,10.48253,33.64929,24.15642,15.8625,3.74369,67.99205,47.16599,2.9486,66.46133,16.54972,-0.62452,-1.72877
10200629,Teterower Ring,8919.0,3.21489,40.3734,3.33756,30.32985,16.99742,9.27234,3.23806,68.44015,38.20933,0.0,69.14072,18.03624,2.91774,5.04634
10200630,Cecilienplatz,6487.0,3.47395,39.27336,4.07903,26.56422,14.10513,6.67489,1.40447,78.29099,38.92944,0.0,76.41767,12.69165,0.44413,5.06404
10300731,Oberfeldstraße,7805.0,0.0,18.7291,0.48403,19.42978,18.38565,11.47982,0.35036,78.01339,1.46067,0.0,71.92262,19.08022,0.23628,6.474
10300732,Buckower Ring,6952.0,5.7903,35.1735,5.25266,40.16468,23.76295,14.18297,1.58592,76.06491,28.09573,22.79919,58.60493,52.80422,4.40602,4.54267
10300733,Alt-Biesdorf,3938.0,0.0,18.88112,0.6795,32.49258,18.33418,9.31945,-2.57646,62.12534,18.05556,0.17776,58.04799,29.17932,7.26924,10.11204
10300734,Biesdorf Süd,10260.0,0.0,17.30589,0.41736,20.25886,12.07602,4.87329,0.96905,68.6,10.58091,11.83236,74.5026,14.73223,3.37414,11.42431
10400835,Kaulsdorf Nord,7807.0,0.91575,27.66497,0.58939,16.52035,9.47867,4.50877,0.57691,50.0,10.69182,0.0,78.7371,12.27614,-0.01264,7.04561
10400836,Alt-Kaulsdorf,3868.0,2.47678,22.22222,1.17096,18.84298,11.091,6.64426,0.21569,71.59533,27.88845,0.0,70.38545,18.05885,-0.59617,-1.51286
10400837,Kaulsdorf Süd,7733.0,0.0,19.47712,0.3238,12.90064,7.38394,2.36648,0.19541,68.85246,7.78443,74.5377,80.48092,10.51283,0.78341,9.74422
10400938,Mahlsdorf Nord,9921.0,0.0,19.77186,0.78624,15.08079,9.1523,3.65891,0.17939,74.65565,7.18391,62.86665,75.55603,12.32268,1.18547,5.74961
10400939,Alt-Mahlsdorf,4457.0,0.92593,23.07692,0.818,18.95604,11.6446,6.10276,0.90735,52.57353,14.12639,2.06417,68.78407,18.00806,1.85147,7.72943
10400940,Elsensee,5801.0,0.0,19.85158,0.56577,12.14953,6.87812,3.18911,0.96997,56.21622,23.66864,22.47888,80.55904,11.3855,0.63213,9.41209
10400941,Pilgramer Straße,9578.0,0.0,18.33489,0.51125,14.56483,8.70745,3.27835,0.42759,56.6879,10.93248,16.36041,76.30632,11.62521,0.9265,5.31279
11100101,Dörfer Malchow-Wartenberg,3302.0,0.0,22.04473,2.76817,11.78782,8.38886,4.39128,1.21423,39.31034,6.33803,82.91944,76.98837,19.89559,0.88962,7.70993
11100102,Dorf Falkenberg,2189.0,4.13534,15.81028,0.0,50.55147,33.2572,25.49109,6.67214,92.47312,47.49104,99.17771,53.05818,47.92348,17.93049,34.18188
11100203,Falkenberg Ost,8986.0,4.86027,42.88165,8.10811,50.65923,33.11818,20.9103,3.6276,79.93614,46.53951,0.0,71.50383,16.8179,0.3687,3.90375
11100204,Falkenberg West,7052.0,4.46154,38.52868,5.73123,56.8118,33.70675,21.44073,7.06125,79.96032,37.18729,0.0,71.51006,20.35906,2.25893,8.65332
