id,name,inhabitants,status_index,status_index_class,dynamic_index,dynamic_index_class,status_dynamic_index,status_dynamic_index_class,inhabitants,s1_percentage_unemployed,s3_percentage_transfer_payments_recipients,s4_percentage_transfer_payments_recipients_below_15_years,d1_percentage_unemployed,d3_percentage_transfer_payments_recipients,d4_percentage_transfer_payments_recipients_below_15_years,inhabitants,z_s1_percentage_unemployed,z_s3_percentage_transfer_payments_recipients,z_s4_percentage_transfer_payments_recipients_below_15_years,z_d1_percentage_unemployed,z_d3_percentage_transfer_payments_recipients,z_d4_percentage_transfer_payments_recipients_below_15_years,inhabitants,k01_youth_unemployment,k02_single_parent_households,k03_old_age_poverty,k04_children_with_migration_background,k05_inhabitants_with_migration_background,k16_foreigners,k06_change_proportion_of_foreigner,k17_non_eu_foreigners,k07_foreign_transfer_recipients,k09_simple_residential_area,k10_duration_of_residence_over_5_years,k11_migration_volume,k12_balance_of_migration,k13_balance_of_migration_of_children_below_6
09301126,Grünau,7217.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",7217.0,2.68545,4.10143,9.46502,0.70501,-0.86029,-1.3142,7217.0,-0.77656,-0.96378,-0.90519,-2.64553,mittel,-0.41431,7217.0,2.04082,27.24719,1.2926,29.58904,15.61591,9.22821,0.51458,59.90991,23.04147,0.0,56.80848,26.85567,4.93855,10.04508
09301227,Karolinenhof,1871.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil",1871.0,1.52964,1.54997,1.98413,1.249,0.24064,0.25253,1871.0,-1.16917,-1.32453,-1.35437,-3.84807,hoch,0.17591,1871.0,0.0,20.94241,0.69808,17.74744,10.47568,4.00855,0.4079,60.0,11.11111,50.77499,73.91061,11.80815,0.84113,1.72414
09301228,Schmöckwitz/Rauchfangswerder,2571.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil",2571.0,1.8046,2.99494,7.52089,1.00361,-0.76913,-2.78552,2571.0,-1.07577,-1.12022,-1.02192,-3.21791,hoch,-0.09034,2571.0,1.59574,25.62278,0.99174,19.57041,10.9296,5.44535,-0.06493,56.42857,12.90323,98.40529,72.02136,16.25581,0.05828,1.53533
09401329,Kietzer Feld/Nachtheide,10138.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",10138.0,3.16206,4.45847,9.66135,0.97768,-0.74459,-0.898309999999999,10138.0,-0.61466,-0.9133,-0.8934,-2.42136,mittel,-0.11847,10138.0,2.04082,32.70911,1.59879,14.16455,7.16118,3.59045,0.73076,52.74725,28.82353,8.00947,72.41133,12.574,0.78798,0.12563
09401330,Wendenschloß,1911.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil",1911.0,0.88496,1.93616,3.14685,0.34781,0.1448,0.23776,1911.0,-1.38816,-1.26992,-1.28456,-3.94264,hoch,-0.80187,1911.0,0.0,20.79208,0.60606,21.67183,10.98901,5.28519,0.80679,67.32673,14.89362,0.0,67.63897,18.02951,0.00012,4.19978
09401431,Allende I,5445.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",5445.0,3.31201,5.78512,17.77379,0.76545,-0.96222,-1.72428,5445.0,-0.56373,-0.72573,-0.4063,-1.69576,mittel,-0.34874,5445.0,2.16718,33.09693,0.85164,19.90881,9.27456,4.0404,0.3367,61.81818,31.30841,0.0,68.13754,13.79694,1.39459,-0.43398
09401432,Siedlung Kämmereiheide,1569.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",1569.0,2.95359,7.1383,16.91729,0.41036,0.91237,0.845860000000002,1569.0,-0.68548,-0.5344,-0.45772,-1.6776,mittel,-0.734,1569.0,3.33333,24.46809,2.53521,29.43038,16.12492,8.92288,2.24766,74.28571,39.28571,0.0,71.02546,15.2439,0.16046,5.17449
09401433,Allende II,4368.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",4368.0,5.28286,8.97436,26.99115,0.593570000000001,-1.41441,-2.70234,4368.0,0.10574,-0.27481,0.14715,-0.02192,mittel,-0.53522,4368.0,3.30579,38.34356,1.71958,25.17606,13.62179,9.2033,-1.81182,83.08458,23.63636,0.0,69.44774,19.92329,-0.10385,-7.20051
09401534,Altstadt Köpenick,7337.0,2.0,mittel,+,positiv,2+,"Status mittel , Dynamik positiv",7337.0,6.14275,14.22925,29.67742,0.397250000000001,-2.27054,-3.84531,7337.0,0.39783,0.46817,0.30845,1.17445,mittel,-0.74823,7337.0,5.12465,39.89247,5.46956,31.22831,20.45795,13.26155,0.85145,63.20658,40.12539,0.0,58.54191,27.00271,1.5967,0.55285
09401635,Müggelheim,6867.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil",6867.0,1.48906,2.06786,3.83352,0.67092,-0.0935000000000001,-1.06493,6867.0,-1.18296,-1.2513,-1.24333,-3.67759,hoch,-0.4513,6867.0,0.0,20.558,0.84541,15.77465,8.752,3.82991,0.6915,64.63878,16.20553,32.6489,75.80475,13.85423,1.03192,6.24625
09501736,Hirschgarten,4575.0,2.0,mittel,+,positiv,2+,"Status mittel , Dynamik positiv",4575.0,5.06375,6.31694,10.36269,-0.29339,-0.92912,-3.79502,4575.0,0.03131,-0.65053,-0.85129,-1.47051,mittel,-1.49756,4575.0,5.97484,33.05263,1.19904,20.89552,11.97814,7.67213,0.71066,69.23077,40.66265,3.25683,64.0553,29.19938,-0.50282,0.0094
09501737,Alt-Friedrichshagen,14434.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil",14434.0,2.28068,3.67189,6.83102,0.62429,-0.28365,-0.93393,14434.0,-0.91406,-1.02451,-1.06334,-3.00191,hoch,-0.50189,14434.0,1.39442,32.12401,1.0,15.59117,8.54233,4.10836,0.23565,68.2968,21.73145,0.0,68.91372,16.55187,1.14471,3.34685
09501838,Rahnsdorf,9856.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil",9856.0,2.21396,3.58157,7.96394,0.72168,0.47932,2.29465,9856.0,-0.93672,-1.03728,-0.99532,-2.96932,hoch,-0.39623,9856.0,1.63934,27.16175,1.07362,20.11349,10.36932,5.48904,0.47691,71.90388,26.52259,42.30925,72.75427,18.94674,2.39611,7.6004
09501939,Bahnhofstraße,6377.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",6377.0,3.76884,6.17845,11.58605,0.99377,-0.93024,0.0430600000000005,6377.0,-0.40855,-0.67012,-0.77783,-1.8565,mittel,-0.10101,6377.0,2.57827,27.03102,1.98198,21.9246,16.4811,10.86718,2.91732,59.59596,24.33628,0.0,54.86192,25.22555,3.3546,-4.48213
09501940,Güterbahnhof Köpenick,2678.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",2678.0,5.32139,7.99104,20.1087,0.99421,-0.697979999999999,1.57929,2678.0,0.11883,-0.41384,-0.2661,-0.56111,mittel,-0.10053,2678.0,3.37079,36.46209,1.94175,23.74101,16.61688,11.53846,3.0781,66.01942,29.33333,0.0,59.8572,26.09568,0.55168,-13.51973
09501941,Friedrichshagener Straße,2678.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",2678.0,2.57669,3.92084,8.55019,0.86458,0.17609,1.65364,2678.0,-0.81351,-0.98931,-0.96012,-2.76294,mittel,-0.24118,2678.0,0.0,23.78641,1.92555,24.75248,12.54668,7.46826,2.92107,53.5,20.94241,0.0,64.48964,20.95514,0.20624,-8.01819
09502042,Mittelheide,4106.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",4106.0,2.77344,3.53142,6.00375,0.45622,-1.70549,-3.05213,4106.0,-0.74667,-1.04437,-1.11302,-2.90406,mittel,-0.68425,4106.0,1.18694,22.61905,1.08588,17.01445,10.76473,6.35655,0.8952,52.87356,15.50388,0.0,65.9815,20.8628,2.2341,0.65512
09502043,Dammheide,9188.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",9188.0,2.86242,3.87462,9.0625,0.49822,-0.77105,-1.58772,9188.0,-0.71645,-0.99585,-0.92936,-2.64166,mittel,-0.63868,9188.0,1.10063,35.2861,1.13758,18.82248,9.27296,4.97388,1.41932,61.26915,19.6347,0.0653,71.93062,16.29291,1.71158,4.25792
10100101,Marzahn West,5709.0,2.0,mittel,+,positiv,2+,"Status mittel , Dynamik positiv",5709.0,6.20429,20.40638,38.77756,0.21407,-2.49,-6.05003,5709.0,0.41874,1.34154,0.85486,2.61514,mittel,-0.94698,5709.0,5.67108,48.66385,11.6622,42.18213,28.02592,15.85216,1.80488,69.72376,43.36794,100.0,72.26468,16.13914,-0.19655,2.46514
10100102,Rosenbecker Straße,3317.0,3.0,niedrig,+,positiv,3+,"Status niedrig , Dynamik positiv",3317.0,7.75296,21.1637,49.45652,-0.0248200000000001,-3.04842,-1.33434,3317.0,0.9448,1.44861,1.49606,3.88947,niedrig,-1.20617,3317.0,4.71976,50.13263,10.78838,40.79148,27.49472,18.5107,2.87434,77.03583,31.13367,100.0,70.83333,19.43827,0.00055,2.89495
10100103,Wittenberger Straße,7685.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",7685.0,6.31558,18.07417,36.85897,0.835039999999999,-1.07959,-2.24994,7685.0,0.45654,1.01179,0.73966,2.20799,mittel,-0.27323,7685.0,3.89105,39.22518,10.84431,37.42247,26.21991,14.3136,1.87366,74.81818,33.11383,100.0,68.9395,19.98693,1.68623,0.82943
10100104,Golliner Straße,7611.0,2.0,mittel,+,positiv,2+,"Status mittel , Dynamik positiv",7611.0,6.36023,19.69518,39.47001,1.02935,-4.2902,-6.66847,7611.0,0.47171,1.24098,0.89643,2.60912,mittel,-0.06241,7611.0,3.58796,44.59459,10.86187,43.98364,28.85298,12.49507,1.7421,72.3449,36.9164,100.0,73.79195,15.69915,-0.3729,-0.77009
10100206,Wuhletalstraße,10586.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",10586.0,6.50468,17.62705,39.9546,1.0713,-2.4995,-2.98785,10586.0,0.52078,0.94858,0.92553,2.39489,mittel,-0.01689,10586.0,5.13834,43.086,5.91447,40.93735,25.83601,13.24391,1.79885,70.89872,40.85631,30.83318,72.78095,15.36181,-0.64732,-1.6257
10100207,Ahrensfelder Berge,8198.0,2.0,mittel,+,positiv,2+,"Status mittel , Dynamik positiv",8198.0,6.53757,16.18687,39.47368,1.1754,-3.03731,-3.99766,8198.0,0.53195,0.74495,0.89665,2.17355,mittel,0.09605,8198.0,4.18848,46.32272,5.39924,26.87075,17.68724,10.52696,2.1202,66.39629,37.41093,23.26177,69.66206,17.15074,0.22058,1.73964
10100208,Bürgerpark,9163.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",9163.0,6.67983,15.37706,45.50669,1.58624,-1.91074,-1.36831,9163.0,0.58027,0.63045,1.2589,2.46962,mittel,0.54181,9163.0,5.4242,40.18568,3.21821,51.24585,25.37379,14.17658,2.58463,68.36028,40.78212,19.68788,69.00285,16.69318,1.4698,-2.40223
10100209,Lea-Grundig-Straße,8153.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",8153.0,4.48475,13.41837,30.48298,0.33163,-1.49279,-4.27791,8153.0,-0.16537,0.35352,0.35682,0.54497,mittel,-0.81943,8153.0,1.75439,37.7551,3.20342,42.91471,26.29707,15.93279,-2.6481,64.66513,29.04984,15.90825,68.27184,27.69736,-2.59718,-7.27355
10100210,Marzahner Promenade,10782.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",10782.0,5.98398,13.99555,32.78036,1.13438,-1.62916,-4.42281,10782.0,0.3439,0.43513,0.49476,1.27379,mittel,0.05155,10782.0,4.37045,35.61116,4.02338,45.58011,26.68336,13.25357,2.67871,71.51854,32.80232,21.54517,74.98544,14.21078,0.81709,4.09824
10100311,Marzahner Chaussee,2228.0,2.0,mittel,-,negativ,2-,"Status mittel , Dynamik negativ",2228.0,5.95483,7.45063,9.24092,1.85086,0.91199,0.0859899999999989,2228.0,0.334,-0.49024,-0.91864,-1.07488,mittel,0.82892,2228.0,4.8913,20.57416,1.72414,41.56977,29.5781,17.14542,0.59307,68.06283,20.16349,100.0,66.57197,28.49627,0.70288,-7.05252
10100312,Springpfuhl,14860.0,2.0,mittel,+,positiv,2+,"Status mittel , Dynamik positiv",14860.0,4.68786,11.02961,25.01348,0.482959999999999,-1.49905,-6.39446,14860.0,-0.09637,0.01578,0.0284,-0.05219,mittel,-0.65523,14860.0,4.13355,32.44305,3.70979,50.16062,26.56797,13.14266,3.46995,77.67537,26.63502,3.63392,71.55275,16.95809,2.26828,2.45505
10100313,Alt-Marzahn,4793.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",4793.0,3.85518,8.88796,21.73145,0.50668,-0.856820000000001,-4.62838,4793.0,-0.37922,-0.28702,-0.16866,-0.8349,mittel,-0.6295,4793.0,3.33333,29.25532,2.57235,54.57464,30.23159,18.94429,1.79601,79.84581,22.30942,90.81995,67.58591,23.27668,-0.35399,2.34594
10100314,Auersbergstraße,6309.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",6309.0,5.02907,9.33587,24.20307,1.41092,-1.82019,-2.95311,6309.0,0.01953,-0.2237,-0.02026,-0.22443,mittel,0.35159,6309.0,2.45902,35.12658,2.57171,36.73674,19.48011,9.49437,2.18147,74.29048,31.95876,99.08068,78.05643,12.64057,0.02304,1.17737
10100315,Bärenstein,7171.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",7171.0,5.21617,12.38321,31.80934,0.6353,-1.54084,-0.266130000000004,7171.0,0.08309,0.20716,0.43646,0.72671,mittel,-0.48995,7171.0,3.15315,39.14141,2.54372,43.58766,26.04937,11.89513,2.57925,69.75381,35.70567,58.13694,74.13869,17.72924,0.85469,1.86455
10100316,Landsberger Tor,3681.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",3681.0,1.95896,7.5523,14.21233,-0.02213,0.27219,-2.15458,3681.0,-1.02334,-0.47587,-0.62014,-2.11935,mittel,-1.20325,3681.0,3.53982,24.5977,3.04302,24.04288,14.53409,4.97148,-0.11648,69.94536,40.93567,0.0,57.16773,14.35535,0.55473,-5.46706
10200417,Zossener Straße,7171.0,3.0,niedrig,+,positiv,3+,"Status niedrig , Dynamik positiv",7171.0,8.72497,23.65082,43.45127,1.00122,-4.95196,-5.64078,7171.0,1.27498,1.80026,1.13548,4.21072,niedrig,-0.09293,7171.0,6.07867,44.80078,11.86186,47.56815,33.62153,19.21629,3.12265,66.25544,39.55224,65.33259,67.39261,21.60779,1.66636,-3.12298
10200418,Kyritzer Straße,5445.0,2.0,mittel,+,positiv,2+,"Status mittel , Dynamik positiv",5445.0,4.61216,13.37006,30.80808,-0.0296199999999995,-2.23944,-3.98961,5445.0,-0.12209,0.34669,0.37634,0.60094,mittel,-1.21138,5445.0,3.9916,50.0,7.8853,22.14839,12.80073,7.27273,-1.78114,66.41414,39.15344,7.80533,62.8427,22.17538,-1.08105,-10.22024
10200419,Havelländer Ring,3564.0,2.0,mittel,+,positiv,2+,"Status mittel , Dynamik positiv",3564.0,5.93449,16.24579,34.07155,-0.54544,-7.58655,-14.90456,3564.0,0.32709,0.75328,0.57229,1.65266,mittel,-1.77104,3564.0,3.27869,40.31891,7.8534,52.60805,40.20763,27.49719,10.97025,54.18367,20.22822,39.19753,60.72174,26.7183,1.9331,2.83271
10200420,Gut Hellersdorf,7159.0,3.0,niedrig,-,negativ,3-,"Status niedrig , Dynamik negativ",7159.0,8.06221,21.21805,48.57143,2.60766,0.278360000000003,2.77242,7159.0,1.04985,1.4563,1.44292,3.94907,niedrig,1.65004,7159.0,5.65724,46.94348,7.88127,47.90823,26.66574,20.50566,3.85769,73.02452,55.44894,0.0,66.56663,16.70561,-0.13713,0.2592
10200421,Helle Mitte,1716.0,2.0,mittel,+,positiv,2+,"Status mittel , Dynamik positiv",1716.0,3.79225,15.26807,28.98551,-0.50068,-4.06367,-11.39911,1716.0,-0.4006,0.61505,0.2669,0.48135,mittel,-1.72247,1716.0,2.5,27.55102,14.53744,69.85075,49.35897,28.2634,10.84097,59.79381,23.52941,0.0,57.33496,31.0152,1.60559,-3.13232
10200422,Hellersdorfer Promenade,6503.0,4.0,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig , Dynamik stabil",6503.0,10.89815,27.44887,53.66044,3.4229,-1.55044,-4.65799,6503.0,2.01317,2.33726,1.74848,6.09891,sehr niedrig,2.53456,6503.0,8.53659,44.18052,11.06557,50.26702,37.87483,30.3706,7.2404,61.06329,47.72727,100.0,58.90026,26.16415,5.89883,7.67572
10200423,Böhlener Straße,5929.0,3.0,niedrig,+,positiv,3+,"Status niedrig , Dynamik positiv",5929.0,7.66415,21.20088,42.70367,1.67627,-3.36518,-5.57219,5929.0,0.91463,1.45387,1.0906,3.4591,niedrig,0.63949,5929.0,6.43777,48.05031,10.20408,38.86329,31.80975,21.97672,2.72416,47.81274,30.82353,0.0,56.89097,33.27454,2.17511,0.76118
10200524,Adele-Sandrock-Straße,9975.0,2.0,mittel,-,negativ,2-,"Status mittel , Dynamik negativ",9975.0,3.78657,11.6391,31.89003,0.79803,0.98025,6.05084,9975.0,-0.40253,0.10195,0.4413,0.14072,mittel,-0.31339,9975.0,3.35404,40.39363,2.84238,36.59574,18.78697,12.30075,3.25918,73.34963,35.25,0.0,65.02023,21.46679,3.94496,9.25183
10200525,Schleipfuhl,5317.0,3.0,niedrig,-,negativ,3-,"Status niedrig , Dynamik negativ",5317.0,7.94292,21.0457,43.37349,1.72448,1.15485,2.4774,5317.0,1.00932,1.43193,1.13081,3.57206,niedrig,0.6918,5317.0,5.10397,41.37931,7.25191,39.31145,25.16457,17.60391,4.84516,64.42308,49.46004,0.0,69.62333,16.09339,-0.38576,3.59989
10200526,Boulevard Kastanienallee,6111.0,3.0,niedrig,+/-,stabil,3+/-,"Status niedrig , Dynamik stabil",6111.0,7.82567,24.59499,46.76259,1.18924,-1.71132,-1.90743,6111.0,0.9695,1.93376,1.33431,4.23757,niedrig,0.11107,6111.0,4.14747,47.11316,10.91549,46.05835,34.05335,23.69498,3.61308,62.36188,32.89106,87.4325,61.61848,23.25724,-0.50541,-2.94428
10200627,Am Kienberg,3465.0,2.0,mittel,+,positiv,2+,"Status mittel , Dynamik positiv",3465.0,4.65303,12.23665,29.23077,0.53303,-2.19756,-9.04674,3465.0,-0.1082,0.18644,0.28163,0.35987,mittel,-0.60091,3465.0,4.44444,49.57265,5.80271,33.20158,20.40404,11.31313,3.14562,78.06122,30.76923,0.0,68.15422,19.87996,1.28715,4.74903
10200628,Neue Grottkauer Straße,6342.0,3.0,niedrig,+,positiv,3+,"Status niedrig , Dynamik positiv",6342.0,7.59693,21.90161,43.44828,0.752820000000001,-2.93644,-4.02254000000001,6342.0,0.8918,1.55295,1.1353,3.58005,niedrig,-0.36244,6342.0,5.78512,50.59848,10.48253,33.64929,24.15642,15.8625,3.74369,67.99205,47.16599,2.9486,66.46133,16.54972,-0.62452,-1.72877
10200629,Teterower Ring,8919.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",8919.0,4.41878,9.24992,24.68124,1.35831,-0.919180000000001,-1.34747,8919.0,-0.18777,-0.23585,0.00846,-0.41516,mittel,0.29451,8919.0,3.21489,40.3734,3.33756,30.32985,16.99742,9.27234,3.23806,68.44015,38.20933,0.0,69.14072,18.03624,2.91774,5.04634
10200630,Cecilienplatz,6487.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",6487.0,3.99709,10.4825,25.82278,0.39434,-0.28815,0.658950000000001,6487.0,-0.33102,-0.06158,0.077,-0.3156,mittel,-0.75139,6487.0,3.47395,39.27336,4.07903,26.56422,14.10513,6.67489,1.40447,78.29099,38.92944,0.0,76.41767,12.69165,0.44413,5.06404
10300731,Oberfeldstraße,7805.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil",7805.0,0.44571,1.25561,2.11706,-0.07129,0.0486499999999999,-0.03484,7805.0,-1.53737,-1.36614,-1.34639,-4.2499,hoch,-1.25659,7805.0,0.0,18.7291,0.48403,19.42978,18.38565,11.47982,0.35036,78.01339,1.46067,0.0,71.92262,19.08022,0.23628,6.474
10300732,Buckower Ring,6952.0,2.0,mittel,-,negativ,2-,"Status mittel , Dynamik negativ",6952.0,5.72697,11.19102,21.10286,1.88993,-0.201790000000001,2.55023,6952.0,0.2566,0.0386,-0.20641,0.08879,mittel,0.87131,6952.0,5.7903,35.1735,5.25266,40.16468,23.76295,14.18297,1.58592,76.06491,28.09573,22.79919,58.60493,52.80422,4.40602,4.54267
10300733,Alt-Biesdorf,3938.0,1.0,hoch,+,positiv,1+,"Status hoch , Dynamik positiv",3938.0,1.222,3.40274,6.66667,-0.31431,-1.20121,-4.46506,3938.0,-1.27367,-1.06257,-1.07321,-3.40945,hoch,-1.52026,3938.0,0.0,18.88112,0.6795,32.49258,18.33418,9.31945,-2.57646,62.12534,18.05556,0.17776,58.04799,29.17932,7.26924,10.11204
10300734,Biesdorf Süd,10260.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil",10260.0,0.58249,1.61793,2.71164,0.11871,0.51858,0.72342,10260.0,-1.49091,-1.31492,-1.31069,-4.11652,hoch,-1.05044,10260.0,0.0,17.30589,0.41736,20.25886,12.07602,4.87329,0.96905,68.6,10.58091,11.83236,74.5026,14.73223,3.37414,11.42431
10400835,Kaulsdorf Nord,7807.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil",7807.0,1.43982,3.91956,9.05696,-0.18635,-0.44776,-1.42296,7807.0,-1.19968,-0.98949,-0.92969,-3.11886,hoch,-1.38143,7807.0,0.91575,27.66497,0.58939,16.52035,9.47867,4.50877,0.57691,50.0,10.69182,0.0,78.7371,12.27614,-0.01264,7.04561
10400836,Alt-Kaulsdorf,3868.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil",3868.0,2.28457,3.90383,5.78035,0.45791,-0.94311,-1.13665,3868.0,-0.91273,-0.99172,-1.12643,-3.03088,hoch,-0.68241,3868.0,2.47678,22.22222,1.17096,18.84298,11.091,6.64426,0.21569,71.59533,27.88845,0.0,70.38545,18.05885,-0.59617,-1.51286
10400837,Kaulsdorf Süd,7733.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil",7733.0,0.70686,1.50006,2.71028,0.31357,-0.0432300000000001,0.5198,7733.0,-1.44866,-1.33158,-1.31077,-4.09101,hoch,-0.83902,7733.0,0.0,19.47712,0.3238,12.90064,7.38394,2.36648,0.19541,68.85246,7.78443,74.5377,80.48092,10.51283,0.78341,9.74422
10400938,Mahlsdorf Nord,9921.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil",9921.0,0.63734,1.75386,1.7894,-0.0775,0.0758699999999999,0.15735,9921.0,-1.47227,-1.2957,-1.36606,-4.13403,hoch,-1.26333,9921.0,0.0,19.77186,0.78624,15.08079,9.1523,3.65891,0.17939,74.65565,7.18391,62.86665,75.55603,12.32268,1.18547,5.74961
10400939,Alt-Mahlsdorf,4457.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil",4457.0,1.2337,3.00651,4.82866,-0.00699000000000005,1.04068,1.09034,4457.0,-1.2697,-1.11859,-1.18357,-3.57186,hoch,-1.18682,4457.0,0.92593,23.07692,0.818,18.95604,11.6446,6.10276,0.90735,52.57353,14.12639,2.06417,68.78407,18.00806,1.85147,7.72943
10400940,Elsensee,5801.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil",5801.0,0.5481,1.77556,4.74255,-0.01718,0.23256,1.1813,5801.0,-1.50259,-1.29263,-1.18874,-3.98396,hoch,-1.19788,5801.0,0.0,19.85158,0.56577,12.14953,6.87812,3.18911,0.96997,56.21622,23.66864,22.47888,80.55904,11.3855,0.63213,9.41209
10400941,Pilgramer Straße,9578.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil",9578.0,0.62893,1.7227,2.88529,0.02877,0.15904,0.90145,9578.0,-1.47513,-1.3001,-1.30026,-4.07549,hoch,-1.14802,9578.0,0.0,18.33489,0.51125,14.56483,8.70745,3.27835,0.42759,56.6879,10.93248,16.36041,76.30632,11.62521,0.9265,5.31279
11100101,Dörfer Malchow-Wartenberg,3302.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil",3302.0,0.69204,2.66505,3.64078,-0.39397,-0.63538,-1.2492,3302.0,-1.45369,-1.16687,-1.2549,-3.87546,hoch,-1.60669,3302.0,0.0,22.04473,2.76817,11.78782,8.38886,4.39128,1.21423,39.31034,6.33803,82.91944,76.98837,19.89559,0.88962,7.70993
11100102,Dorf Falkenberg,2189.0,2.0,mittel,-,negativ,2-,"Status mittel , Dynamik negativ",2189.0,3.76623,14.07035,30.86957,2.09517,8.68424,18.41977,2189.0,-0.40944,0.4457,0.38003,0.41629,mittel,1.09399,2189.0,4.13534,15.81028,0.0,50.55147,33.2572,25.49109,6.67214,92.47312,47.49104,99.17771,53.05818,47.92348,17.93049,34.18188
11100203,Falkenberg Ost,8986.0,3.0,niedrig,+/-,stabil,3+/-,"Status niedrig , Dynamik stabil",8986.0,8.68637,20.78789,44.62617,1.57829,-2.82322,-3.93652,8986.0,1.26186,1.39548,1.20603,3.86337,niedrig,0.53318,8986.0,4.86027,42.88165,8.10811,50.65923,33.11818,20.9103,3.6276,79.93614,46.53951,0.0,71.50383,16.8179,0.3687,3.90375
11100204,Falkenberg West,7052.0,2.0,mittel,+,positiv,2+,"Status mittel , Dynamik positiv",7052.0,6.43759,16.08054,35.73201,0.94076,-2.4308,-5.08626,7052.0,0.49799,0.72992,0.67199,1.8999,mittel,-0.15853,7052.0,4.46154,38.52868,5.73123,56.8118,33.70675,21.44073,7.06125,79.96032,37.18729,0.0,71.51006,20.35906,2.25893,8.65332
11100205,Wartenberg Süd,6095.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",6095.0,6.67656,16.83347,43.81663,1.23754,-0.787460000000003,1.82529,6095.0,0.57916,0.83637,1.15742,2.57295,mittel,0.16347,6095.0,3.11284,46.20061,5.57053,45.44618,28.43314,18.90074,3.53384,73.87153,45.2381,0.0,71.99375,16.78666,-0.08049,-1.50188
11100206,Wartenberg Nord,7609.0,3.0,niedrig,-,negativ,3-,"Status niedrig , Dynamik negativ",7609.0,8.29521,18.78039,44.54806,2.68013,0.024519999999999,3.89385,7609.0,1.12899,1.11164,1.20134,3.44197,niedrig,1.72867,7609.0,6.5967,46.81769,5.97643,44.48669,29.07084,20.84374,4.25975,78.56242,49.35733,0.0,63.66328,19.60527,1.50305,4.13204
11100307,Zingster Straße Ost,11690.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",11690.0,7.53689,15.8426,40.39106,1.60875,-3.01749,-3.9265,11690.0,0.8714,0.69628,0.95174,2.51942,mittel,0.56623,11690.0,6.1651,40.83192,4.16491,55.73141,30.53892,18.11805,1.86636,78.84797,41.91675,0.0,73.6326,14.71896,0.01263,-0.92765
11100308,Zingster Straße West,9583.0,3.0,niedrig,+/-,stabil,3+/-,"Status niedrig , Dynamik stabil",9583.0,8.98194,20.07722,47.87571,1.67151,-2.39319,-3.99229,9583.0,1.36226,1.295,1.40115,4.05841,niedrig,0.63433,9583.0,5.41436,44.48669,6.70038,48.78967,28.88448,18.00063,1.80917,78.78261,48.74251,1.56527,75.87995,13.79803,-0.81498,-0.84004
