id,s1_percentage_unemployed,s3_percentage_transfer_payments_recipients,s4_percentage_transfer_payments_recipients_below_15_years,d1_percentage_unemployed,d3_percentage_transfer_payments_recipients,d4_percentage_transfer_payments_recipients_below_15_years,k01_youth_unemployment,k02_single_parent_households,k03_old_age_poverty,k04_children_with_migration_background,k05_inhabitants_with_migration_background,k16_foreigners,k06_change_proportion_of_foreigner,k17_non_eu_foreigners,k07_foreign_transfer_recipients,k08_urban_apartments,k14_living_rooms,k15_living_space,k09_simple_residential_area,k10_duration_of_residence_over_5_years,k11_migration_volume,k12_balance_of_migration,k13_balance_of_migration_of_children_below_6
110101,1.29947,4.64144,7.75076,-0.67212,0.09694,1.28922,1.06667,-,1.89445,21.11959,12.77441,8.2166,-0.32537,82.1883,15.24548,3.9959,1.87288,41.15764,90.86347,69.10161,23.85183,-0.0921,-1.22808
110102,6.0845,19.94926,43.58398,-0.73777,-0.86174,-2.86579,3.7861,-,6.37397,42.1527,26.92242,16.03757,4.22414,74.90381,45.89985,63.59575,1.92982,32.57702,0.0,68.75708,18.92103,0.53973,1.43133
110103,6.1752,18.44411,43.6264,-1.10369,-0.82198,-4.03128,4.21336,-,3.7668,48.2202,26.1649,15.48557,3.67104,80.23201,45.29312,46.22418,1.87748,33.46471,0.43993,71.25082,17.17771,0.94094,5.06512
110204,4.45419,13.23674,31.42639,-0.59041,1.49383,3.41434,4.05777,-,1.82032,43.04304,24.75442,16.80378,3.15696,76.47059,38.39851,39.16066,1.8459,36.42755,24.2387,60.3818,24.26653,2.05549,5.31903
110205,3.81716,10.95012,26.52935,-0.41876,-0.41482,-1.57209,2.33226,-,2.36827,42.86478,23.49097,15.21364,3.06062,78.66261,34.72709,32.12466,1.80822,35.6067,1.48899,63.39651,23.92733,1.5291,2.45451
110306,4.84176,12.98821,36.24587,-1.03042,-1.57771,-3.88711,2.00254,-,2.96425,53.295,30.26136,18.28069,3.68731,74.67985,24.52203,29.44388,1.89809,33.34277,2.32916,66.28997,22.95707,1.63212,-1.95556
110307,3.54557,10.0237,21.78928,-0.9679,-0.32422,-0.50325,1.78685,-,3.95919,41.57584,32.76203,25.03976,-1.94436,60.35779,16.17764,28.1885,1.68867,34.09715,41.10429,49.53355,50.41776,-1.30245,-14.26679
110308,4.23433,14.02221,37.29904,-0.91575,-0.03109,-1.47124,2.1815,-,4.04265,57.61317,35.89845,22.22332,3.68854,79.9643,26.09489,49.83492,1.84193,32.83558,22.20349,67.54623,22.16368,0.20398,-0.77147
110409,4.12338,10.6238,21.39282,-1.00873,-0.67681,-2.47549,2.21402,-,6.11111,31.57179,22.03932,14.67495,2.77759,58.2044,25.125,24.54074,1.8376,36.3243,66.88874,56.9093,29.922,1.65455,-2.70102
110410,5.65847,14.99244,38.12658,-1.11236,-1.40338,-3.85609,2.71523,-,4.5144,54.69784,32.46173,20.60311,1.69018,70.37628,34.98857,21.24179,1.75521,33.77367,71.697,58.95729,31.31486,2.79587,-3.07332
110411,4.7632,11.83383,35.95342,-0.51148,-0.28183,-2.72583,1.45455,-,2.09475,45.34084,23.97611,14.09831,2.42872,76.46081,32.2063,42.36959,1.91809,34.79471,29.68024,67.56878,18.60538,1.42228,3.43594
110512,2.68836,8.30171,11.68969,0.78935,4.43794,8.41315,2.64901,-,1.78571,27.61266,20.58824,12.09677,5.31372,68.43137,46.98795,22.07392,1.74288,40.9445,19.49715,57.67417,29.83554,8.72462,8.73535
110513,1.6514,4.03594,6.21718,-0.26237,-0.12257,0.49794,0.9861,-,1.79913,17.69517,15.01151,8.80602,-1.9485,67.15056,11.24361,25.61047,1.88374,39.8543,0.0,59.89596,29.25721,-0.06893,-0.84286
121031,6.35016,21.8704,48.92315,-1.7503,-1.1932,-3.31299,3.76427,-,9.24882,73.28739,48.00701,28.3993,2.34136,60.81648,35.12189,5.20904,1.59426,31.96651,95.35201,60.05638,26.61316,0.97112,-3.99238
121032,5.68019,18.04669,45.00584,-1.63702,-1.01791,-5.0835,3.19778,-,6.49895,67.5737,41.19137,22.4143,2.16838,63.5009,31.91376,0.78538,1.74371,33.87389,84.34266,63.51691,26.68578,1.06072,-4.4335
122141,4.82486,14.24726,32.3458,-0.5933,0.34909,1.26251,2.78146,-,5.60282,56.26292,35.03172,18.34904,3.78269,68.80894,32.4705,38.3003,1.8615,36.83894,17.73377,66.32612,23.80666,2.15574,5.13724
122144,7.37118,23.3217,53.60118,-1.43559,0.38002,-1.06722,4.3956,-,7.93744,76.47923,49.5636,28.79118,3.05146,57.72389,42.89584,13.36278,1.68121,32.42887,99.15267,62.98464,28.20483,0.98961,-1.58388
122145,2.59547,7.3162,18.95735,-1.01623,0.53081,2.74113,0.65431,-,3.55047,43.38876,22.50381,12.69813,2.39676,57.47532,22.22222,0.08108,1.81911,41.51867,1.36115,62.01008,22.04159,2.17687,-4.97933
122242,0.915,2.90066,5.21357,-0.22998,0.28915,0.10954,0.68193,-,0.98195,24.55735,13.42435,5.32824,0.05134,52.9595,15.79431,1.4924,2.14142,47.85119,15.6984,75.44011,14.0344,0.29071,8.78766
122311,1.1535,2.67694,4.89046,-0.0991,0.12442,0.22276,0.33636,-,1.3963,22.87936,13.46539,5.93349,0.80452,47.9859,15.42522,1.18384,2.3028,52.1271,0.22407,73.69288,14.86216,0.55617,5.951
123012,3.22849,8.78646,20.64267,-0.78258,-0.14844,-0.47611,2.2981,-,2.88726,43.62755,24.53735,13.24001,-0.8494,65.47591,26.80439,2.89172,1.91242,40.2601,1.62524,66.25527,22.78515,-0.03378,0.15759
123021,7.35164,27.66949,56.30209,-2.47283,-1.01887,-3.89507,3.23597,-,6.53105,71.81828,48.45919,23.72852,1.26592,73.36079,48.40985,83.87975,1.58328,31.43298,100.0,66.46695,15.45831,0.18484,0.79028
123022,7.23542,25.32516,58.07645,-0.9554,0.49309,-1.53893,3.37512,-,6.63529,66.14256,40.7073,23.62679,2.95506,68.06187,56.27102,11.08529,1.73245,35.15898,85.99377,63.48372,20.55244,0.10901,4.84446
123043,3.32856,9.1908,22.0937,-0.85695,-0.41667,0.21106,1.59944,-,4.36722,33.59073,18.46658,10.28349,1.93532,57.9693,26.56559,15.1158,2.06896,40.32496,37.40667,69.63179,18.62276,0.65263,1.72788
