id,name,inhabitants,status_index,status_index_class,dynamic_index,dynamic_index_class,status_dynamic_index,status_dynamic_index_class,inhabitants,s1_percentage_unemployed,s3_percentage_transfer_payments_recipients,s4_percentage_transfer_payments_recipients_below_15_years,d1_percentage_unemployed,d3_percentage_transfer_payments_recipients,d4_percentage_transfer_payments_recipients_below_15_years,inhabitants,z_s1_percentage_unemployed,z_s3_percentage_transfer_payments_recipients,z_s4_percentage_transfer_payments_recipients_below_15_years,z_d1_percentage_unemployed,z_d3_percentage_transfer_payments_recipients,z_d4_percentage_transfer_payments_recipients_below_15_years,inhabitants,k01_youth_unemployment,k02_single_parent_households,k03_old_age_poverty,k04_children_with_migration_background,k05_inhabitants_with_migration_background,k06_change_proportion_of_foreigner,k07_foreign_transfer_recipients,k08_urban_apartments,k09_simple_residential_area,k10_duration_of_residence_over_5_years,k11_migration_volume,k12_balance_of_migration,k13_balance_of_migration_of_children_below_6
06010101,Fichtenberg,6964.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",6964.0,1.48599,3.10167,4.5679,-0.2283,-0.01738,-0.84107,6964.0,-1.04426,-1.07942,-1.1736,-3.29728,hoch,0.8104,6964.0,0.54274,-,2.78184,44.08602,26.00517,13.64159,1.3411,58.0,7.109,0.79007,2.06103,45.07467,0.0
06010102,Schloßstraße,8836.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",8836.0,2.6987,6.7904,12.94964,-0.46348,-0.78812,-3.88853,8836.0,-0.51665,-0.61467,-0.70492,-1.83624,mittel,0.55337,8836.0,1.08434,-,5.5252,57.07621,35.84201,19.35265,0.48601,59.76608,17.08279,0.34595,1.90788,42.65946,0.0
06010103,Markelstraße,6336.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6336.0,1.88073,5.22412,8.17121,-0.64626,-1.20445,-3.44495,6336.0,-0.87252,-0.81201,-0.97211,-2.65664,mittel,0.35361,6336.0,0.4902,-,6.14108,48.17987,31.43939,15.60922,0.62509,58.03842,10.1432,0.0,1.82607,39.83444,0.0
06010204,Munsterdamm,6885.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6885.0,3.16329,8.26434,16.4604,-1.15935,-1.5997,-4.1244,6885.0,-0.31452,-0.42896,-0.50861,-1.25209,mittel,-0.20715,6885.0,2.42511,-,5.16373,52.84553,33.59477,16.38344,0.76296,60.28369,18.13627,0.05238,1.74524,37.42876,0.0
06010205,Südende,9823.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",9823.0,3.06415,8.25613,18.24877,-1.02788,-0.62462,-1.63023,9823.0,-0.35765,-0.43,-0.40861,-1.19626,mittel,-0.06347,9823.0,1.81406,-,5.92105,49.49785,31.75201,16.41047,2.36235,60.91811,16.82692,0.48015,1.86837,41.58597,0.0
06010206,Stadtpark,7745.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7745.0,2.61465,7.75985,14.18219,-1.74582,-1.16663,-5.18669,7745.0,-0.55321,-0.49252,-0.636,-1.68173,mittel,-0.84811,7745.0,1.11111,-,6.07143,45.25939,28.77986,15.05487,0.67621,62.52144,20.20725,0.0,1.9122,40.14487,0.0
06010207,Mittelstraße,7850.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7850.0,3.24737,7.46497,16.81514,-0.77049,-1.34985,-3.45064,7850.0,-0.27794,-0.52968,-0.48877,-1.29639,mittel,0.21784,7850.0,1.49457,-,5.53291,54.12322,32.6242,16.80255,1.00021,63.22972,17.60204,1.39388,1.93809,41.08968,0.0
06010208,Bergstraße,6715.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6715.0,2.76862,7.35666,11.84041,-1.0709,-0.91048,-4.78396,6715.0,-0.48623,-0.54332,-0.76694,-1.79649,mittel,-0.11048,6715.0,1.65563,-,7.64239,43.91892,29.76917,15.45793,-1.04692,58.47784,11.35857,0.8744,1.88637,41.18153,0.0
06010209,Feuerbachstraße,9227.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",9227.0,2.56369,7.62978,14.78261,-1.11314,-0.86789,-2.03982,9227.0,-0.57538,-0.50891,-0.60243,-1.68672,mittel,-0.15665,9227.0,1.27551,-,6.22385,54.68227,33.54286,17.83895,2.01799,58.56622,15.49197,5.79877,1.85878,39.0039,0.0
06010210,Bismarckstraße,4939.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",4939.0,3.0881,8.28103,15.30945,-0.90576,-1.30042,-3.30307,4939.0,-0.34723,-0.42686,-0.57297,-1.34706,mittel,0.07,4939.0,1.78571,-,6.16438,41.84397,28.20409,15.00304,1.708,66.80162,17.73472,1.62362,1.87487,38.02308,0.0
06020301,Alt-Lankwitz,5034.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5034.0,2.68251,8.40286,16.69596,-0.65426,0.07286,-0.11365,5034.0,-0.52369,-0.41151,-0.49544,-1.43064,mittel,0.34487,5034.0,0.91324,-,3.61842,36.87943,22.64601,10.84625,1.23471,50.91575,15.77825,0.0,1.96424,41.42849,0.0
06020302,Komponistenviertel Lankwitz,5651.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5651.0,2.01448,4.51248,11.12805,-0.59223,-0.55789,-0.22788,5651.0,-0.81433,-0.90167,-0.80678,-2.52278,mittel,0.41266,5651.0,1.40187,-,2.36524,45.88689,25.1283,11.60856,0.78215,58.68902,13.58696,2.72304,1.86887,41.39267,0.0
06020303,Lankwitz Kirche,7366.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7366.0,4.55013,10.98289,25.08436,-1.31286,-0.7142,-2.90237,7366.0,0.28886,-0.08644,-0.02639,0.17603,mittel,-0.37492,7366.0,3.31675,-,5.92593,51.40914,30.07059,15.72088,1.95482,62.34888,23.03263,14.80707,1.83831,37.19196,0.0
06020304,Kaiser-Wilhelm-Straße,7211.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7211.0,4.17196,10.51172,23.62573,-1.04444,-0.13478,-0.66957,7211.0,0.12433,-0.14581,-0.10795,-0.12943,mittel,-0.08156,7211.0,2.57186,-,6.18115,49.39394,28.87256,14.60269,1.55405,62.67806,27.38854,29.23373,1.8695,38.31882,0.0
06020305,Gemeindepark Lankwitz,11414.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",11414.0,4.24139,11.11793,24.38044,-0.83411,-1.5734,-4.44022,11414.0,0.15453,-0.06943,-0.06575,0.01935,mittel,0.14831,11414.0,1.92147,-,6.2867,51.16279,33.65166,17.44349,0.51005,65.4445,18.92042,5.44709,1.74742,35.29411,48.70335
06020306,Lankwitz Süd,6438.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6438.0,1.75761,5.62286,12.9156,-0.60399,-0.33063,-2.90978,6438.0,-0.92609,-0.76177,-0.70682,-2.39468,mittel,0.39981,6438.0,1.06383,-,2.81996,30.57592,19.15191,8.26344,0.89909,63.53383,16.22222,7.91323,2.09289,45.44268,48.77291
06020407,Thermometersiedlung,4644.0,3.0,niedrig,+,positiv,3+,"Status niedrig, Dynamik positiv",4644.0,6.78152,17.29113,44.31138,-2.41606,-5.09076,-13.68862,4644.0,1.25967,0.70835,1.04872,3.01674,niedrig,-1.58062,4644.0,3.83747,-,8.17308,72.87918,49.4832,25.10767,2.46451,74.35678,24.87946,0.0,1.72761,34.12575,100.0
06020408,Lichterfelde Süd,6922.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6922.0,3.8499,10.51719,24.75248,-0.79955,0.13195,-0.24752,6922.0,-0.01579,-0.14512,-0.04494,-0.20585,mittel,0.18608,6922.0,2.78638,-,4.92404,48.76894,27.49205,15.03901,0.65494,70.79731,32.41026,12.60438,2.0026,40.56515,42.44438
06020409,Königsberger Straße,8282.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",8282.0,2.55652,6.30283,16.51741,-1.01719,-0.78254,0.32506,8282.0,-0.5785,-0.6761,-0.50542,-1.76002,mittel,-0.05178,8282.0,1.13636,-,2.63365,39.27092,24.77662,13.34219,0.09829,58.64253,22.80702,0.46429,1.9226,43.43866,0.0
06020410,Oberhofer Platz,7166.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7166.0,1.63322,4.2283,9.5186,-0.54069,-0.23862,-0.63259,7166.0,-0.9802,-0.93747,-0.89677,-2.81444,mittel,0.46899,7166.0,0.81522,-,1.83113,28.38196,19.62043,11.30338,1.09127,67.65432,18.55524,0.17123,2.06963,46.16746,0.0
06020411,Schütte-Lanz-Straße,8575.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",8575.0,2.60852,7.16035,19.75945,-0.24687,0.57923,3.50286,8575.0,-0.55588,-0.56806,-0.32414,-1.44808,mittel,0.79011,8575.0,1.26103,-,2.51597,44.73133,25.01458,11.53353,1.96207,62.7907,31.59091,0.0,1.99638,42.85551,0.0
06030501,Berlepschstraße,5748.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5748.0,1.48194,4.83646,11.79625,-0.47652,0.56383,2.10237,5748.0,-1.04602,-0.86085,-0.76941,-2.67628,mittel,0.53912,5748.0,1.23267,-,1.5882,35.23093,23.0515,14.14405,-0.79322,76.01476,18.19425,0.0,2.01479,43.91806,0.0
06030502,Zehlendorf Süd,5640.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5640.0,3.22672,8.63475,19.15205,-0.19306,-0.74419,-1.72174,5640.0,-0.28692,-0.38229,-0.3581,-1.02731,mittel,0.84892,5640.0,0.82645,-,4.84891,43.48371,23.3156,11.93262,1.16755,61.66419,31.61398,8.03491,1.88723,37.47677,0.0
06030503,Zehlendorf Mitte,11872.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",11872.0,1.65412,5.10445,9.29293,-0.6924,-0.18865,-0.37771,11872.0,-0.97111,-0.82709,-0.90939,-2.70759,mittel,0.30318,11872.0,0.45005,-,3.15147,48.76682,28.57143,14.90903,1.83144,67.00565,10.36703,2.8495,2.05896,43.48459,0.0
06030504,Teltower Damm,11062.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",11062.0,1.31868,2.56735,4.93827,-0.0372,-0.21093,-0.32849,11062.0,-1.11705,-1.14674,-1.15289,-3.41668,hoch,1.01926,11062.0,0.79444,-,1.21984,36.86297,21.86766,10.83891,-0.16631,60.80067,9.55166,0.2645,2.11499,47.5819,0.0
06030605,Botanischer Garten,7108.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7108.0,2.13327,5.33202,9.73558,-0.7385,0.11212,-0.13942,7108.0,-0.76265,-0.79841,-0.88464,-2.4457,mittel,0.2528,7108.0,1.26939,-,2.71833,42.43655,28.13731,15.0816,0.47453,58.30224,13.02083,0.58589,1.96778,44.15082,0.0
06030606,Hindenburgdamm,5273.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5273.0,3.45714,7.87028,15.9164,-1.24396,-0.59229,-1.31962,5273.0,-0.18667,-0.47861,-0.53903,-1.20431,mittel,-0.29962,5273.0,1.13821,-,3.56212,48.35742,32.86554,18.60421,1.60249,65.95311,20.82854,5.77927,1.69979,37.3241,0.0
06030607,Goerzwerke,3118.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",3118.0,1.70778,4.58627,11.79625,-0.07793,0.57965,3.03919,3118.0,-0.94777,-0.89237,-0.76941,-2.60955,mittel,0.97474,3118.0,0.63291,-,2.66876,42.35033,36.36947,25.6254,3.40686,63.20401,7.61155,0.0,1.71199,34.39737,41.01988
06030608,Schweizer Viertel,13667.0,1.0,hoch,-,negativ,1-,"Status hoch, Dynamik negativ",13667.0,1.65456,3.61455,6.06469,-0.02869,0.90731,3.03291,13667.0,-0.97092,-1.0148,-1.0899,-3.07562,hoch,1.02856,13667.0,0.83857,-,1.64474,44.19726,28.11151,13.70454,1.93759,67.75227,18.56639,0.21854,1.81657,41.96788,0.0
06030609,Augustaplatz,12208.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",12208.0,2.54928,5.34076,11.81055,-0.57738,-0.51962,-0.84301,12208.0,-0.58165,-0.79731,-0.76861,-2.14757,mittel,0.42889,12208.0,0.33841,-,2.32082,38.9001,24.80341,13.3519,0.96707,60.55215,17.61442,4.00873,1.96314,44.07561,0.0
06030610,Lichterfelde West,8502.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",8502.0,1.16372,2.8111,4.53809,-0.77338,-0.32354,-0.92097,8502.0,-1.18447,-1.11603,-1.17527,-3.47577,hoch,0.21468,8502.0,0.24213,-,2.01401,35.05633,23.37097,12.59704,1.08278,59.38375,10.26201,1.14495,2.08551,49.10633,0.0
06040701,Wannsee,10246.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",10246.0,1.21074,2.51806,4.7651,-0.18749,0.34264,2.13352,10246.0,-1.16401,-1.15295,-1.16257,-3.47953,hoch,0.855,10246.0,0.48077,-,1.47203,34.49243,21.90123,11.76069,0.07276,63.81743,9.77069,1.32168,2.16855,53.17617,0.0
06040702,Düppel,5506.0,1.0,hoch,-,negativ,1-,"Status hoch, Dynamik negativ",5506.0,1.05165,4.34072,5.92417,-0.17399,1.07163,2.60314,5506.0,-1.23323,-0.92331,-1.09776,-3.2543,hoch,0.86976,5506.0,1.0,-,2.86914,36.26062,23.53796,11.89611,3.63837,75.87786,13.22751,9.42456,1.87123,42.75808,0.0
06040703,Nikolassee,11156.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",11156.0,1.21094,2.28577,4.05594,-0.07493,-0.41444,-0.03721,11156.0,-1.16393,-1.18222,-1.20223,-3.54838,hoch,0.97802,11156.0,0.33333,-,2.00856,29.3434,28.89925,20.08785,2.63323,70.05801,4.4733,5.4059,2.04455,49.77187,0.0
06040804,Krumme Lanke,7609.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",7609.0,0.83353,1.61651,1.86335,0.04368,-0.03148,0.12866,7609.0,-1.32813,-1.26654,-1.32483,-3.9195,hoch,1.10765,7609.0,0.55096,-,1.473,31.2812,18.9381,9.65961,0.86594,58.77551,4.87395,0.0,2.42962,57.94901,0.0
06040805,Fischerhüttenstraße,5345.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",5345.0,1.25869,2.82507,4.37318,-0.36706,-0.63469,-0.8477,5345.0,-1.14315,-1.11427,-1.18449,-3.44191,hoch,0.65875,5345.0,0.19646,-,2.07317,35.92121,21.55285,10.96352,0.39922,53.92491,7.47475,0.56264,2.18634,50.9218,0.0
06040806,Fischtal,7313.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",7313.0,1.22873,3.04936,4.94092,-0.15783,0.36406,0.47571,7313.0,-1.15619,-1.08601,-1.15274,-3.39494,hoch,0.88742,7313.0,0.37927,-,2.27907,24.05383,15.97156,8.21824,0.76517,60.06656,10.13384,0.0,2.14016,43.78559,0.0
06040807,Zehlendorf Eiche,5927.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5927.0,2.09258,4.03239,6.60377,-0.17426,-0.56033,-1.1408,5927.0,-0.78035,-0.96216,-1.05976,-2.80227,mittel,0.86946,5927.0,0.36232,-,2.06795,37.61062,23.53636,12.16467,0.91684,67.96117,12.11632,0.0,2.12975,49.05585,0.0
06040808,Hüttenweg,4666.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",4666.0,0.59543,1.97171,3.11828,-0.37124,-0.59798,-1.11289,4666.0,-1.43172,-1.22179,-1.25466,-3.90817,hoch,0.65418,4666.0,0.19194,-,2.9453,51.39013,37.22675,14.59494,-2.67422,67.98825,3.25733,0.0,1.75054,42.04243,0.0
06040809,Thielallee,4999.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",4999.0,0.369,1.28026,1.53631,-0.52329,-0.12161,0.07354,4999.0,-1.53023,-1.30891,-1.34312,-4.18226,hoch,0.48801,4999.0,0.17007,-,1.38249,39.21139,30.64613,18.56371,-2.91214,70.0431,1.62822,0.0,2.12683,54.02921,0.0
06040810,Dahlem,7089.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",7089.0,1.01485,1.80561,4.01648,-0.03358,0.15563,1.82743,7089.0,-1.24924,-1.24271,-1.20443,-3.69638,hoch,1.02321,7089.0,0.63211,-,1.01059,47.81893,31.2738,17.16744,1.23175,65.57108,7.87172,0.0,2.36874,65.58414,0.0
07010101,Wittenbergplatz/Viktoria-Luise-Platz,9984.0,2.0,mittel,-,negativ,2-,"Status mittel, Dynamik negativ",9984.0,3.76799,11.38822,20.71197,-0.47647,0.82553,5.80394,9984.0,-0.05143,-0.03538,-0.27088,-0.35769,mittel,0.53918,9984.0,2.7137,-,11.74439,69.49627,49.4992,30.11819,-0.89859,60.12637,17.24008,7.0617,1.88442,44.44601,0.0
07010102,Nollendorfplatz,16634.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",16634.0,5.20091,20.69857,44.47674,-1.43763,0.45591,0.48117,16634.0,0.57199,1.13766,1.05797,2.76762,mittel,-0.51128,16634.0,3.0253,-,20.15855,81.28278,57.4005,35.69797,2.92623,67.14382,31.02725,20.01625,1.69196,37.3901,24.8467
07010103,Barbarossaplatz,10641.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",10641.0,2.36632,8.54243,15.13944,-1.84163,-0.83653,-3.19117,10641.0,-0.66125,-0.39392,-0.58247,-1.63764,mittel,-0.95282,10641.0,1.1811,-,8.75072,52.14477,39.52636,24.06729,2.1018,53.84615,12.95494,0.48912,1.83789,41.46565,0.0
07010104,Dennewitzplatz,13820.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",13820.0,5.92874,20.44863,38.92248,-1.22663,-2.08257,-4.40162,13820.0,0.88865,1.10617,0.7474,2.74222,mittel,-0.28068,13820.0,3.50631,-,26.31579,73.93162,57.31548,34.55861,-0.86216,69.43049,28.40515,34.23045,1.62149,35.27612,69.75398
07020201,Bayerischer Platz,10705.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",10705.0,2.42752,8.01495,13.25196,-1.31198,-0.64549,-3.45987,10705.0,-0.63463,-0.46038,-0.68802,-1.78303,mittel,-0.37396,10705.0,1.19565,-,5.7897,55.12915,36.02055,19.70107,1.19879,53.81697,13.24834,7.95902,2.03241,44.98309,0.0
07020202,Volkspark (Rudolf-Wilde-Park),10310.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",10310.0,4.12261,11.95926,25.04065,-1.40442,-1.15982,-4.41419,10310.0,0.10285,0.03657,-0.02883,0.11059,mittel,-0.47499,10310.0,2.06612,-,8.51461,63.20225,43.39476,25.7614,0.66615,57.00301,21.31959,12.55797,1.71271,38.45189,12.28904
07020203,Kaiser-Wilhelm-Platz,18047.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",18047.0,3.721,13.54242,25.0885,-1.39405,-0.74169,-2.20055,18047.0,-0.07187,0.23604,-0.02616,0.13801,mittel,-0.46366,18047.0,1.9529,-,13.58025,61.13208,44.77753,26.54735,1.56423,61.97036,21.64851,9.21799,1.70433,39.84363,32.90852
07020204,Schöneberger Insel,12184.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",12184.0,2.61708,9.68483,16.71035,-1.81282,-1.0716,-3.20751,12184.0,-0.55216,-0.24999,-0.49463,-1.29678,mittel,-0.92133,12184.0,2.65184,-,11.96721,50.94448,37.28661,22.08634,1.14229,55.74136,14.24478,0.51189,1.76551,39.65044,53.41431
07030301,Friedenau,24833.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",24833.0,1.51112,5.16249,7.91654,-0.7975,-0.02479,-0.24365,24833.0,-1.03333,-0.81977,-0.98635,-2.83945,mittel,0.18832,24833.0,0.76563,-,4.49304,40.27383,27.63259,15.10087,0.67285,55.36,12.01068,1.47014,1.96762,44.60581,0.0
07030302,Ceciliengärten,9439.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",9439.0,2.04334,6.42017,11.98276,-0.75953,0.12138,1.06609,9439.0,-0.80177,-0.66131,-0.75898,-2.22206,mittel,0.22982,9439.0,0.99404,-,4.72787,44.47612,32.09026,17.00392,1.18743,58.50467,14.96063,4.80636,1.98326,43.00339,2.89226
07030303,Grazer Platz,12399.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",12399.0,3.80336,12.7349,25.02904,-2.02741,-1.31569,-5.10554,12399.0,-0.03604,0.1343,-0.02948,0.06878,mittel,-1.15586,12399.0,2.01643,-,8.07919,62.2975,43.9229,22.60666,1.42943,66.42883,23.23397,0.29014,1.77014,36.44116,10.17018
07040401,Neu-Tempelhof,18738.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",18738.0,3.55481,11.89028,22.44971,-1.18345,0.35328,0.48817,18738.0,-0.14418,0.02788,-0.17371,-0.29001,mittel,-0.23349,18738.0,2.08651,-,7.15922,56.95385,41.39716,23.17216,1.68891,69.29986,20.2144,34.22496,1.60129,36.04974,9.34998
07040402,Lindenhofsiedlung,2368.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",2368.0,4.36681,13.13345,25.92593,-1.00632,-1.04012,-4.54282,2368.0,0.2091,0.18451,0.02067,0.41428,mittel,-0.0399,2368.0,1.82927,-,6.21547,37.10692,21.36824,9.41723,1.43642,55.60538,22.43902,0.0,1.89231,32.90878,41.21622
07040403,Manteuffelstraße,24316.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",24316.0,4.26782,13.25876,30.68145,-1.47008,-0.80433,-4.05758,24316.0,0.16603,0.2003,0.28658,0.65291,mittel,-0.54675,24316.0,2.42504,-,7.20127,59.13556,37.67889,20.52969,1.80417,60.55689,26.33222,7.90687,1.7813,36.44633,1.22142
07040404,Marienhöhe,5196.0,2.0,mittel,+,positiv,2+,"Status mittel, Dynamik positiv",5196.0,3.22785,10.89299,23.61111,-2.97771,-2.57232,-10.85217,5196.0,-0.28643,-0.09777,-0.10877,-0.49297,mittel,-2.19445,5196.0,1.90275,-,5.61644,47.09389,26.40493,12.54811,1.06242,60.88957,25.2809,0.0,2.04119,38.65281,4.92687
07040405,Rathaus Tempelhof,11060.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",11060.0,5.13834,15.55154,37.5,-1.34496,-0.40543,-1.60991,11060.0,0.54477,0.48917,0.66785,1.70179,mittel,-0.41,11060.0,3.31675,-,6.65343,68.78338,43.01085,23.8698,0.38258,64.24242,32.06612,4.3517,1.57378,33.9962,31.76311
07040406,Germaniagarten,4094.0,4.0,sehr niedrig,+,positiv,4+,"Status sehr niedrig, Dynamik positiv",4094.0,7.96721,26.77088,58.14332,-2.46993,-2.22426,-12.87395,4094.0,1.77553,1.90273,1.82216,5.50042,sehr niedrig,-1.63949,4094.0,4.60705,-,18.83721,84.64978,56.74157,35.51539,3.50312,55.08941,37.12012,0.0,1.37763,29.27479,100.0
07050501,Rathausstraße,16725.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",16725.0,5.52933,15.73094,38.10192,-0.57963,0.1289,0.82144,16725.0,0.71488,0.51177,0.70151,1.92816,mittel,0.42643,16725.0,4.25671,-,7.64278,67.60791,40.28102,21.12407,1.79272,61.67563,34.12397,9.43313,1.75288,35.36807,35.93423
07050502,Fritz-Werner-Straße,8119.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",8119.0,5.20461,14.06577,35.64014,-1.5871,0.51897,3.26687,8119.0,0.5736,0.30198,0.56386,1.43944,mittel,-0.67464,8119.0,3.86598,-,3.87737,64.86742,36.91341,20.40892,-0.26842,56.24623,31.98675,28.47341,1.6789,34.69183,83.72952
07050503,Eisenacher Straße,9263.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",9263.0,4.15517,12.3826,29.64824,-1.79266,0.43071,-1.29913,9263.0,0.11702,0.08991,0.22881,0.43574,mittel,-0.8993,9263.0,2.3743,-,5.4295,57.49129,32.44089,15.79402,1.53486,64.38824,27.41313,1.8875,1.85016,36.32311,73.42114
07050504,Imbrosweg,5652.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5652.0,4.57095,13.72965,27.73826,-1.72871,0.29014,0.00213,5652.0,0.29791,0.25963,0.12201,0.67955,mittel,-0.82941,5652.0,2.58621,-,5.20607,52.68817,32.13022,14.50814,1.5518,64.7561,34.76454,0.0,1.69887,37.37951,33.1741
07050505,Hundsteinweg,10673.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",10673.0,3.09887,9.75358,26.32794,-0.77838,0.36382,-1.05668,10673.0,-0.34254,-0.24133,0.04315,-0.54072,mittel,0.20922,10673.0,2.30692,-,2.77863,53.72751,29.11084,13.71686,2.40002,68.03279,32.74404,6.75167,1.78975,38.50426,11.18711
07050506,Birnhornweg,2287.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",2287.0,1.17907,4.24136,12.31343,-0.88793,0.11988,0.2027,2287.0,-1.17779,-0.93583,-0.74049,-2.85411,mittel,0.08949,2287.0,0.90498,-,1.20846,43.90244,24.57368,10.18802,-1.52565,51.93133,21.02804,0.0,2.08745,47.20245,0.0
07060601,Marienfelder Allee Nordwest,10199.0,3.0,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil",10199.0,5.92892,20.24708,44.60037,-1.9066,0.07693,-2.4253,10199.0,0.88873,1.08078,1.06488,3.03439,niedrig,-1.02383,10199.0,4.07609,-,5.86498,65.26639,41.21973,22.79635,1.78537,77.46237,50.82569,18.06778,1.57653,32.05922,18.64889
07060602,Kirchstraße,4703.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",4703.0,1.56631,4.55029,8.95765,-0.8522,-0.75372,-3.47932,4703.0,-1.00931,-0.89691,-0.92814,-2.83436,mittel,0.12854,4703.0,2.11765,-,2.38487,36.5722,23.55943,9.86604,0.44388,57.32759,17.36973,3.82328,2.03402,44.27068,9.20689
07060603,Marienfelde Nordost,2861.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",2861.0,3.97181,14.19084,40.19851,-1.76732,0.14802,2.67639,2861.0,0.03725,0.31773,0.81875,1.17373,mittel,-0.87161,2861.0,3.78788,-,1.89521,69.18367,37.29465,16.91716,-7.45312,66.94215,41.81818,0.0,1.75533,36.72108,99.89514
07060604,Marienfelde Süd,14592.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",14592.0,5.13214,17.16694,38.09995,-2.23211,-0.04503,-4.08921,14592.0,0.54207,0.6927,0.7014,1.93617,mittel,-1.37958,14592.0,2.91545,-,7.35043,58.18334,37.84951,14.71354,1.95487,58.966,38.88025,44.31154,1.72225,36.0699,77.11075
