id,name,inhabitants,k01_youth_unemployment,k02_single_parent_households,k03_old_age_poverty,k04_children_with_migration_background,k05_inhabitants_with_migration_background,k16_foreigners,k06_change_proportion_of_foreigner,k17_non_eu_foreigners,k07_foreign_transfer_recipients,k08_urban_apartments,k14_living_rooms,k15_living_space,k09_simple_residential_area,k10_duration_of_residence_over_5_years,k11_migration_volume,k12_balance_of_migration,k13_balance_of_migration_of_children_below_6
050206,Wilhelmstadt,34835,5.77713,38.99537,4.66192,47.4925,25.61217,13.17353,2.0608,57.79037,38.61219,6.1153,1.99076,41.12057,85.06387,59.05839,23.62439,1.20572,-1.92902
050307,Haselhorst,15285,5.92959,30.92537,3.90625,63.72252,40.85051,16.20543,2.45729,56.76221,44.27481,47.21936,1.74118,33.15918,32.48937,55.31518,22.77936,3.71372,8.16969
050308,Siemensstadt,12753,3.36352,32.56735,6.37317,63.55856,42.90755,26.21344,5.74777,74.66348,26.38522,0,1.599,33.23226,86.88152,56.31889,52.27442,2.77172,0.76549
050409,Gatow/Kladow,19439,1.05988,18.16113,0.61958,30.31359,16.41545,7.97366,4.10413,70.64516,5.52799,1.91858,2.0732,47.23921,0,67.14646,25.1721,4.3824,21.98732
060101,Schloßstraße,21909,1.48042,27.6411,3.52585,45.12464,28.26692,15.34529,0.88975,53.77751,15.72842,0.38256,1.94254,42.73166,0,63.07141,22.57213,0.74496,-0.80389
060102,Albrechtstraße,52333,3.08241,30.45034,4.66916,46.02588,27.64413,14.15168,0.9942,56.07615,21.09399,1.4531,1.88308,40.08345,3.35161,63.86941,22.62225,0.89078,-2.48515
060203,Lankwitz,42066,3.15623,32.71962,3.14057,39.56659,23.40132,11.66976,0.9128,54.51212,24.40945,10.37431,1.88991,39.22926,20.69129,65.4135,19.58994,1.07855,0.27422
060204,Ostpreußendamm,34852,2.98913,25.79737,2.90075,37.83836,23.04889,11.42259,0.60597,58.20146,22.79793,2.71215,1.98227,42.4427,21.1523,67.39098,20.037,0.32598,2.88657
060305,Teltower Damm,33262,1.74321,30.97401,1.85959,35.71572,19.97174,9.92724,0.56321,57.38946,11.74603,0.80342,2.06704,44.20657,0,66.62511,20.22577,1.44134,5.80542
060306,Drakestraße,47425,1.42462,23.21949,1.52233,36.0434,23.57196,13.1049,1.13412,53.37088,11.76682,1.40407,1.93856,43.74005,3.11017,64.58599,22.45966,1.57599,5.85279
060407,Zehlendorf Südwest,25707,1.07143,21.58161,1.63659,28.19619,19.84284,11.37433,-0.11213,59.74692,4.02844,2.49531,2.10561,50.71677,0,65.55749,25.91674,0.62526,6.93584
060408,Zehlendorf Nord,41714,0.46649,24.65374,1.29837,33.58946,21.71214,11.68672,0.23968,56.26667,4.62582,0.07497,2.18155,51.70576,0,68.51079,19.28045,0.63026,3.08362
070101,Schöneberg Nord,48315,4.19538,28.65824,16.33083,69.99112,47.75122,28.81507,1.77096,64.27237,29.06363,16.03322,1.81256,40.47265,27.6498,60.66133,26.65649,1.25243,-1.66874
070202,Schöneberg Süd,48860,3.20553,28.98819,9.31238,56.93594,36.6578,21.06836,1.23171,57.26637,23.90877,7.57674,1.86214,42.12341,37.50716,60.01457,26.83075,0.7889,-2.71999
070303,Friedenau,45094,2.44117,27.03226,5.29457,44.56903,28.52042,14.66049,0.93703,57.94887,20.65647,1.30832,1.98015,43.41735,3.48827,64.99257,21.66054,0.69195,-0.97575
070404,Tempelhof,61860,4.61737,33.35065,5.91437,55.5854,33.17006,17.02554,1.49759,60.44436,31.8746,12.80262,1.79148,37.45167,15.61752,61.5283,23.1893,2.03764,-0.00226
070505,Mariendorf,50827,5.10479,30.46252,4.0325,53.83934,29.00624,13.55775,1.6798,59.58497,32.76344,6.26347,1.82318,37.72493,42.40856,64.71744,19.932,1.26035,0.04056
070606,Marienfelde,31090,5.5428,29.6,4.52982,53.53332,31.48922,12.99453,0.91461,65.5198,43.54054,26.14965,1.77813,37.08762,50.24124,65.37815,22.88455,1.02794,1.6593
070707,Lichtenrade,49721,3.64583,29.78981,3.15107,34.68031,18.56358,7.55013,1.2227,56.76612,36.3528,15.5435,1.95539,43.09507,36.43732,69.11771,17.4562,0.4052,4.09445
080101,Schillerpromenade,32272,5.88563,29.28325,17.27575,79.48014,52.35188,34.06049,1.39974,58.85189,37.85227,5.66734,1.50229,32.32418,99.9907,53.0306,36.77909,0.87814,-6.00243
080102,Neuköllner Mitte/Zentrum,38739,6.21445,29.77778,17.57387,84.35204,57.38661,36.20899,0.52492,60.80416,41.0559,16.61155,1.38746,30.7787,100,53.57289,34.27463,1.13516,-6.05303
080103,Reuterstraße,40471,5.01491,28.80307,15.90783,71.43621,47.98004,31.38049,1.29213,55.72441,30.93091,2.97902,1.57631,34.28897,100,55.87721,33.31489,0.52889,-6.91825
080104,Rixdorf,40264,6.62558,29.02273,13.97134,78.24214,50.16392,32.86807,0.46557,55.36497,39.74505,3.77038,1.53355,32.48045,100,51.25013,35.4723,0.45859,-8.37448
080105,Köllnische Heide,15365,10.35599,27.78905,14.67845,86.46999,65.16108,31.37651,0.35957,81.20722,66.71129,25.28897,1.38438,26.60306,99.34917,60.76814,25.22322,0.63116,1.07324
080206,Britz,42055,4.82199,31.51239,6.18979,60.38438,33.74391,17.04672,2.42422,62.2681,39.77815,12.7808,1.70058,34.82304,64.16122,63.78897,21.81431,1.44325,0.7351
080207,Buckow,28013,2.93324,29.27209,3.80901,48.23757,24.96698,10.53439,1.40506,63.40224,39.0625,15.46696,1.87213,38.88816,84.58216,67.51507,19.60588,0.80475,5.00136
080308,Gropiusstadt,36466,5.02984,31.77843,6.41513,76.292,43.48983,17.05424,1.04674,74.09551,53.53756,24.07545,1.64685,35.16594,99.26233,69.84633,16.97769,0.69537,0.46729
080409,Buckow Nord,9384,3.49887,24.9047,3.17695,55.38707,26.81159,10.66709,1.26392,70.32967,28.77778,4.77196,1.91667,39.81959,90.88875,68.65176,16.83471,0.93131,3.00377
080410,Rudow,42687,2.58488,25.36712,2.24646,40.37248,21.02982,7.97198,0.86571,60.03526,24.11805,6.90783,1.91897,41.11498,52.75611,71.58279,17.09584,1.11821,6.54406
090101,Alt-Treptow,11401,3.52021,27.38956,3.7325,39.1029,24.97149,14.6303,0.85529,52.33813,29.23547,12.96206,1.62486,35.62082,70.99377,54.58454,29.45151,0.87484,-0.56766
090102,Plänterwald,10974,4.17827,35.68376,2.19625,23.59209,10.38819,5.62238,1.29816,49.59481,24.95868,25.26905,1.95006,37.55057,0,64.7987,19.85641,0.68093,-3.86578
090103,Baumschulenweg,17647,3.84088,32.74524,1.49505,24.37469,11.32204,5.94435,1.0284,60.0572,23.1943,8.9999,1.95863,38.26752,16.52406,63.99882,20.94327,1.08154,-4.33054
090104,Johannisthal,18581,3.4386,30.14006,1.93124,16.30686,7.81443,3.57354,0.70987,56.4759,20.67851,21.55028,1.86728,38.39632,12.28136,68.19129,17.14215,0.71947,0.26205
090205,Oberschöneweide,20361,4.58185,41.54895,4.71634,23.30161,13.93841,8.84043,2.07875,51.66667,32.55682,31.68797,1.77796,35.59648,53.90698,49.59083,30.34973,1.5982,-4.27966
090206,Niederschöneweide,10871,3.83858,34.714,1.71333,22.67287,13.17266,9.41956,1.91956,51.5625,29.3,19.64193,1.80195,35.44982,60.64759,59.26931,28.73434,1.03088,-0.27331
090207,Adlershof,16442,3.12085,35.94352,2.20504,20.30041,10.29072,7.33487,3.57271,64.42786,20.28986,16.72765,1.89296,38.59062,11.30641,59.09294,26.52779,2.68403,1.65104
090208,Köllnische Vorstadt/Spindlersfeld,10149,4.95169,45.24648,2.65534,14.00233,8.86787,5.08424,1.4045,45.93023,27.51004,37.62994,1.97714,37.01527,37.00857,57.40469,23.86948,0.78744,-2.68035
090309,Altglienicke,25944,3.87566,28.88817,2.5778,17.07884,10.11409,3.74653,0.29544,49.79424,28.20796,18.73585,1.76819,37.68393,29.50971,67.00142,17.61461,-0.03823,2.64813
090310,Bohnsdorf,12240,2.75404,29.09535,1.04467,12.05947,7.04248,3.79085,0.83818,38.14655,17.60722,10.26449,1.99984,41.24567,54.24837,69.92757,17.87732,1.02376,4.97148
090311,Grünau,5649,0,30.69106,0.849,17.79412,7.73588,5.32838,0.67262,68.77076,4.79452,6.23393,2.09896,42.90246,0.05311,65.85903,28.77427,0.57349,-2.64491
090312,Schmöckwitz/Karolinenhof/Rauchfangswerder,4115,0,24.62687,0.37665,10.66667,6.39125,3.37789,1.05173,56.83453,5.38462,0,2.21385,50.92855,33.60875,75.25329,15.65402,0.82434,8.8736
090413,Köpenick Süd,15725,3.4375,32.24728,1.1379,10.75766,4.05723,1.76153,0.28707,49.09747,18.75,21.51043,2.14385,40.789,1.07472,72.39389,15.38566,1.36616,2.38389
090414,Allende-Viertel,6325,4.34783,29.35421,0.76582,24.26108,10.11858,6.95652,5.43368,89.31818,15.18692,33.90518,1.71036,37.20237,2.57708,70.33815,21.19997,1.98794,8.48919
090415,Altstadt Kietz,7173,5.57432,40.91429,5.1306,16.24606,10.00976,4.85153,1.57095,51.43678,34.52381,50.27251,1.86728,36.416,24.18793,55.02449,25.75521,1.17319,-3.87687
090416,Müggelheim,6522,0,18.78089,0.52253,9.72851,4.49249,1.90126,0.3875,48.3871,9.32203,0,2.03803,45.46044,4.2165,77.218,12.60223,0.02303,7.20459
090517,Friedrichshagen,17905,2.29406,31.63616,1.25611,9.36154,4.42893,2.31779,0.44257,43.37349,13.91753,27.05173,2.04356,40.08065,0.31835,67.72385,18.34489,1.69962,3.21384
090518,Rahnsdorf/Hessenwinkel,9041,2.06186,21.82448,0.71219,11.994,5.66309,2.64351,0.36571,43.09623,12.94643,2.1734,2.12609,48.26866,1.10607,74.02045,14.59374,0.89182,7.24901
090519,Dammvorstadt,10075,2.849,31.71558,1.81425,10.64319,6.33251,3.31514,0.25175,51.49701,22.36025,4.99572,1.93538,40.84983,10.51117,57.18016,25.52918,3.34289,-0.38665
090520,Köpenick Nord,12300,2.63852,33.95854,1.01085,12.80323,4.30081,2.09756,0.25747,51.16279,18.4739,10.38998,2.30691,43.02748,1.17886,72.79529,15.76688,0.54655,2.45402
100101,Marzahn Nord,23271,7.69912,45.28505,9.43812,32.9813,21.03906,7.86816,0.80898,73.56636,54.59705,41.87052,1.90422,32.96506,99.96133,62.60248,21.58876,0.60534,0.67964
100102,Marzahn Mitte,46104,7.45535,40.65713,4.52826,31.21781,16.9725,7.13821,0.99026,67.33516,44.71798,28.97324,2.03245,34.99223,37.35901,64.04592,21.92237,0.61321,-0.20857
100103,Marzahn Süd,37098,5.00569,32.57369,2.58251,36.08805,16.88231,6.685,1.65785,75.96774,38.98305,21.55151,2.05173,36.9277,50.69815,68.25151,18.19933,1.1339,1.3454
100204,Hellersdorf Nord,33952,9.50591,50.74031,7.24293,25.85679,16.98574,7.97597,2.49833,54.24668,46.92104,27.09032,1.67339,33.05846,0.38584,54.12345,26.53141,0.6428,0.18021
100205,Hellersdorf Ost,19630,6.57698,43.878,4.03494,22.10175,12.31279,7.31024,4.27475,65.57491,35.21524,35.49788,1.86286,33.44773,0,58.26016,25.80971,1.69944,4.77871
100206,Hellersdorf Süd,24496,6.78466,46.19859,4.0063,19.10883,10.64664,4.41705,0.7633,59.42699,41.94471,43.83257,1.78364,33.60643,0,62.52635,19.91309,0.04102,-0.61606
100307,Biesdorf,25570,1.03448,19.77528,1.27253,16.47521,10.06257,5.02542,-0.03497,69.80545,8.8729,9.82099,2.03399,41.96801,51.13414,71.58275,18.74202,0.93795,5.05073
100408,Kaulsdorf,18618,1.5625,20.78834,0.5988,10.55079,4.86089,1.9551,0.27694,53.2967,19.28783,0.82469,2.01386,44.46144,39.08583,76.35572,13.45805,-0.40868,4.5997
100409,Mahlsdorf,27434,1.3834,19.31347,0.65657,10.25249,5.04483,2.09229,0.53008,50,17.02509,0.26142,2.08136,45.68546,95.59306,75.1685,13.5192,0.70896,9.72568
110101,"Malchow, Wartenberg und Falkenberg",4407,1.85759,22.64151,1.52542,7.6087,5.33243,2.08759,0.27241,65.21739,12.04819,4.1248,1.96846,43.05968,90.37894,66.46255,17.41703,2.14308,7.77205
110102,Neu-Hohenschönhausen Nord,28223,6.31141,46.26543,5.78049,31.128,18.10226,8.19899,1.89774,69.83578,46.02752,64.29413,1.96946,33.13886,0,63.59983,21.14147,1.17633,2.4713
110103,Neu-Hohenschönhausen Süd,25784,6.1969,39.74827,3.21421,35.41614,17.28204,8.00109,1.21082,80.27145,50.57185,47.49008,1.96246,34.90928,0.4654,70.13029,16.34233,-0.22962,0.35917
110204,Alt-Hohenschönhausen Nord,13867,2.7027,28.92885,1.63292,26.75063,12.68479,7.233,1.50349,77.667,31.06996,25.55311,1.99776,38.617,2.69705,67.44539,22.53505,1.28557,0.77986
110205,Alt-Hohenschönhausen Süd,29698,4.14687,33.27691,1.7175,30.97484,14.05819,8.26318,1.41368,76.85412,37.2434,30.68715,1.89353,36.85965,1.56913,63.18029,23.56743,0.17953,0.58226
110306,Fennpfuhl,32470,4.56682,37.37143,2.82049,47.26061,22.43609,12.47305,2.07762,76.2716,37.57269,30.3334,1.94617,34.16828,1.49369,65.17375,23.17473,1.02262,-2.61099
110307,Alt-Lichtenberg,27074,3.69588,32.01247,3.45357,36.5905,25.2567,19.37283,5.83893,53.68923,13.10238,26.96069,1.78662,35.06541,58.23299,46.22058,47.29253,5.03123,-3.59694
110308,Frankfurter Allee Süd,10004,2.83333,37.2067,3.18828,47.52187,28.79848,16.70332,1.11335,78.15679,28.05402,49.8446,1.85646,33.09016,60.89564,66.41573,23.3527,0.62317,-2.36605
110409,Neu-Lichtenberg,30767,4.20199,36.90394,4.49063,26.00679,15.41912,9.57194,1.34061,53.71817,26.61597,25.40088,1.89654,36.79543,81.4379,54.85247,29.95366,0.83204,-4.88732
110410,Friedrichsfelde Nord,13728,6.38138,33.5865,3.43769,48.21903,23.02593,13.21387,2.47856,66.09702,40.59517,18.83963,1.82532,34.69238,71.02273,62.16651,25.69668,1.12185,0.17141
110411,Friedrichsfelde Süd,24697,3.44211,35.81192,1.86167,40.11778,17.94145,10.78269,1.17636,76.11716,29.23434,42.9016,1.95825,35.35583,29.46512,66.67646,21.85859,1.20732,-1.93837
110512,Rummelsburger Bucht,3420,3.14465,9.91379,0.72115,17.97176,12.63158,6.08187,0.72635,53.36538,13.15789,6.76301,1.9652,45.92544,13.53801,59.71456,21.19699,-0.05826,-3.537
110513,Karlshorst,24326,1.26454,24.64261,1.4878,14.14392,10.56894,6.11691,0.39964,60.28226,9.21053,20.84487,1.9533,40.47135,2.71315,58.23882,24.17756,2.54635,6.09676
121031,Ost 1,26668,5.43478,37.53271,6.61647,67.36744,40.83546,22.57012,1.55148,61.95381,40.77843,4.42951,1.69634,33.8316,100,56.13528,29.18141,1.09016,-3.8685
121032,Ost 2,26156,5.13919,39.16667,5.01257,62.80795,33.8928,16.88332,1.39995,63.70018,42.73911,0.80825,1.79072,34.68959,92.33445,60.20617,24.5684,1.35019,-0.79219
122141,West 1,14556,4.36312,31.38259,4.12063,45.83921,26.0992,11.55537,0.29124,61.23662,32.42886,39.13845,1.93686,38.11081,17.22314,65.17799,20.5329,-0.53397,3.08803
122144,West 4,26150,5.79268,36.40927,5.91516,71.1516,42.3174,22.69981,3.17562,58.37264,43.21789,13.43123,1.76226,33.94742,99.13193,57.90981,27.9854,1.27538,1.77825
122145,West 5,10633,2.88568,32.43934,2.41758,36.34064,17.34224,9.00969,1.13161,55.63674,20.58465,0,1.84003,41.48039,1.33547,59.32517,24.84142,2.59899,-3.01637
122242,West 2,23873,1.04216,21.45299,0.88671,20.69878,10.50559,3.98358,0.31366,44.79495,7.09759,1.51543,2.12277,47.25263,15.90081,72.49761,16.74387,0.7378,8.27699
122311,Nord 1,32973,0.98765,21.75898,0.95901,19.35543,10.28417,4.24287,0.4136,43.1737,7.44589,1.19554,2.31216,52.13942,0.10918,71.29417,16.64399,0.71563,9.52102
123012,Nord 2,30437,2.99577,27.33945,2.17939,37.91564,19.69971,10.1324,3.07575,65.36965,19.58763,2.48269,1.94802,40.84483,1.02178,64.83614,24.93059,2.27082,8.28164
