id,name,inhabitants,s1_percentage_unemployed,s3_percentage_transfer_payments_recipients,s4_percentage_transfer_payments_recipients_below_15_years,d1_percentage_unemployed,d3_percentage_transfer_payments_recipients,d4_percentage_transfer_payments_recipients_below_15_years
030203,Buchholz,18304.0,1.50207,5.55616,10.12451,-0.51561,-0.28879,-0.56774
030304,Karow,19577.0,1.92643,6.88563,14.99075,-0.2675,0.6977,1.79343
030307,Blankenburg/Heinersdorf/Märchenland,15664.0,1.428,3.14096,5.0738,-0.90873,-0.68011,-1.65178
030405,Schönholz/Wilhelmsruh/Rosenthal,18018.0,1.78206,3.8739,7.18358,-0.20579,-0.76926,-0.72216
030406,Pankow Zentrum,36487.0,2.53719,6.48724,9.60025,-0.92106,-0.57915,-1.63327
030408,Pankow Süd,34800.0,2.79313,7.08046,12.55298,-0.83969,-1.13485,-2.65439
030509,Weißensee,38582.0,3.53963,8.85387,14.74922,-1.15024,-0.49924,-1.19379
030510,Weißensee Ost,15369.0,3.75809,9.71436,24.03698,-1.34248,-0.69999,-3.27009
030611,Prenzlauer Berg Nordwest,26443.0,2.52393,5.80872,7.81542,-0.84396,-0.46559,-0.14968
030612,Prenzlauer Berg Nord,27436.0,2.56263,6.93979,12.57699,-0.97831,-0.51811,-0.38038
030613,Helmholtzplatz,22873.0,2.54581,5.95025,7.21063,-0.86562,-0.5154,-0.85696
030614,Prenzlauer Berg Ost,27200.0,4.55724,10.58824,21.42668,-0.78578,1.04033,2.04442
030715,Prenzlauer Berg Südwest,27164.0,1.86841,4.20409,5.33752,-0.61937,-0.57189,-1.27593
030716,Prenzlauer Berg Süd,33676.0,2.38576,5.44008,7.07196,-0.51291,-0.79517,-1.47823
040101,Charlottenburg Nord,19478.0,7.65508,22.02998,51.15413,-1.41325,0.13136,0.93515
040202,Heerstraße,13074.0,1.33784,3.1054,6.63601,-0.08314,-0.02324,0.40259
040203,Westend,28703.0,2.30791,5.9506,12.29236,-0.78453,-0.43334,-1.47321
040304,Schloß Charlottenburg,24676.0,3.8412,12.61955,23.80475,-1.44844,-0.8249,-2.09234
040305,Mierendorffplatz,15482.0,4.55627,12.5436,30.84975,-1.08031,-1.36967,-4.89628
040306,Otto-Suhr-Allee,27795.0,3.93369,11.85825,24.06345,-1.31395,-1.18474,-4.61064
040307,Neue Kantstraße,24587.0,2.71276,8.02457,18.43998,-0.78293,0.01873,2.35822
040308,Kantstraße,21903.0,3.12943,8.75679,19.37843,-0.97373,-0.97214,-2.77808
040309,Kurfürstendamm,15432.0,2.06756,6.59668,11.436,-0.88782,-0.19862,0.48667
040310,Halensee,15628.0,2.52397,7.3138,15.05445,-0.94471,-0.47536,-1.12502
040411,Grunewald,19469.0,1.98447,5.78869,9.96068,-0.74733,-0.22809,-1.50936
040412,Schmargendorf,14992.0,2.36174,5.34952,8.4607,-0.40804,0.16301,-0.45868
040413,Wiesbadener Straße,18507.0,2.67375,6.50565,9.77482,-0.6173,-0.53653,-1.43571
040514,Düsseldorfer Straße,31835.0,3.12939,7.45406,15.64229,-0.82838,-0.89803,-2.59792
040515,Barstraße,14734.0,3.12166,10.31628,24.62772,-0.93063,1.25159,6.76146
040516,Volkspark Wilmersdorf,34960.0,2.87421,7.17677,12.59968,-0.72512,-0.52299,-1.08822
040617,Forst Grunewald,72.0,0,0,0,0,0,0
050101,Hakenfelde,25221.0,3.82419,11.59748,27.35496,-0.97324,0.86401,0.54512
050102,Falkenhagener Feld,41617.0,6.66128,20.62859,45.15615,-2.21886,-0.15823,-3.57933
050103,Spandau Mitte,37372.0,6.90438,21.0746,46.23178,-2.16278,-0.66968,-2.44477
050204,Brunsbütteler Damm,23987.0,4.05976,11.13937,26.38259,-1.00893,0.58495,-0.48617
050205,Heerstraße Nord,29760.0,8.69734,26.24328,56.03777,-1.78859,0.02457,-1.7847
050206,Wilhelmstadt,36944.0,5.53108,15.08229,37.23193,-1.23258,0.01405,-1.83784
050307,Haselhorst,15725.0,5.92987,17.90779,38.89122,-1.42496,-0.87113,-2.56901
050308,Siemensstadt,12577.0,5.0346,16.7369,40.20234,-1.54169,-0.08715,0.98374
050409,Gatow/Kladow,19877.0,1.18591,2.82236,5.97597,-0.26842,-0.0147,0.3462
060101,Schloßstraße,22136.0,2.11113,5.19064,9.06053,-0.45898,-0.66783,-2.8906
060102,Albrechtstraße,53184.0,2.91768,7.84823,15.5538,-1.11384,-1.07858,-3.3905
060203,Lankwitz,43114.0,3.4892,8.99012,20.17544,-0.8692,-0.68139,-2.43883
060204,Ostpreußendamm,35589.0,3.18913,8.34528,21.54506,-0.85672,-0.72292,-1.39447
060305,Teltower Damm,34322.0,1.80391,4.82781,9.8102,-0.37119,-0.13488,0.02227
060306,Drakestraße,49876.0,2.07063,4.66357,8.79942,-0.53432,0.03939,0.49104
060407,Zehlendorf Südwest,26908.0,1.1779,2.79471,4.75558,-0.13711,0.18197,1.41506
060408,Zehlendorf Nord,42948.0,1.05891,2.38661,3.73612,-0.19683,-0.13916,-0.0025
070101,Schöneberg Nord,51079.0,4.54856,16.27871,33.108,-1.28655,-0.40096,-0.21397
070202,Schöneberg Süd,51246.0,3.27325,11.15209,20.80156,-1.48865,-0.89445,-3.19844
070303,Friedenau,46671.0,2.25387,7.4286,13.48315,-1.12738,-0.33983,-1.23595
070404,Tempelhof,65772.0,4.39943,13.90409,30.51215,-1.52623,-0.62634,-3.13102
070505,Mariendorf,52719.0,4.50259,12.96307,31.71743,-1.11265,0.33519,0.49937
070606,Marienfelde,32355.0,4.75916,16.05316,36.73295,-1.87117,-0.06686,-2.73676
070707,Lichtenrade,51587.0,3.62183,11.30711,27.50976,-0.89189,0.44623,0.29223
080101,Schillerpromenade,32606.0,7.23192,21.88554,49.52897,-1.35949,-2.54999,-6.45456
080102,Neuköllner Mitte/Zentrum,38156.0,7.4975,24.36838,53.32689,-1.15285,-2.65602,-7.73947
080103,Reuterstraße,39846.0,5.17496,17.37188,39.03916,-1.32054,-2.02323,-5.07731
080104,Rixdorf,40732.0,6.81971,21.83541,49.85765,-1.45401,-1.75297,-3.79916
080105,Köllnische Heide,15711.0,12.12062,40.25842,72.69535,-2.01649,-2.31768,-2.45171
080206,Britz,43567.0,5.70334,16.77416,37.01384,-1.21717,-1.36125,-4.78161
080207,Buckow,29267.0,4.26333,12.74473,33.39254,-0.7254,0.07199,-0.82968
080308,Gropiusstadt,37416.0,7.05645,21.43201,49.82987,-1.61719,-1.52997,-6.12275
080409,Buckow Nord,9704.0,4.1858,11.8817,33.30558,-0.02177,0.51619,2.26809
080410,Rudow,43781.0,2.61617,7.20861,18.31371,-0.23435,-0.01869,-0.51651
090101,Alt-Treptow,12540.0,4.3783,10.29506,17.51412,-1.12598,-0.9262,-2.88499
090102,Plänterwald,11321.0,3.45291,8.55931,19.23954,-1.12289,-0.29009,-0.24723
090103,Baumschulenweg,18562.0,3.13927,7.34835,17.53343,-0.98717,-0.71484,-3.89514
090104,Johannisthal,19939.0,2.99278,7.47781,17.81946,-0.56683,0.09581,1.14643
090205,Oberschöneweide,23130.0,5.92097,15.88846,35.58965,-1.47081,-0.12231,0.18592
090206,Niederschöneweide,12557.0,4.58672,13.06841,34.2791,-0.33263,1.42114,4.7189
090207,Adlershof,19568.0,3.39784,8.83074,21.37739,-1.25037,0.06993,0.83272
090208,Köllnische Vorstadt/Spindlersfeld,10864.0,5.00902,15.36267,35.90755,-0.66643,-0.17331,-0.88033
090309,Altglienicke,27045.0,3.51447,10.29765,23.07351,-0.17112,0.68975,2.22629
090310,Bohnsdorf,13117.0,2.16822,5.38233,12.56983,-0.22787,0.58427,0.90802
090311,Grünau,6530.0,2.00297,4.96172,10.77922,-0.70266,0.04532,0.10101
090312,Schmöckwitz/Karolinenhof/Rauchfangswerder,4410.0,0.60491,2.74376,6.94915,-0.4155,0.21685,1.92014
090413,Köpenick Süd,16599.0,2.72145,6.27146,15.08028,-0.66765,-0.04277,-0.62877
090414,Allende-Viertel,6391.0,2.64386,6.60304,18.9781,-0.51723,0.42963,2.95436
090415,Altstadt Kietz,7712.0,5.56618,15.75467,32.5834,-0.58493,1.32769,2.40737
090416,Müggelheim,6755.0,0.83037,2.16136,4.89845,-0.29484,0.04954,1.91918
090517,Friedrichshagen,19054.0,2.61366,4.73916,9.17208,-0.01818,0.42561,1.13166
090518,Rahnsdorf/Hessenwinkel,9477.0,1.52166,3.10225,5.66929,-0.54074,0.34488,0.86
090519,Dammvorstadt,11304.0,2.9781,6.71444,12.45602,-0.93629,-0.21773,-1.67357
090520,Köpenick Nord,12900.0,2.38285,4.84496,10.06378,-0.64786,-0.22745,-0.89312
100101,Marzahn Nord,24207.0,5.94191,22.25802,44.46006,-2.43917,-3.08876,-8.58768
100102,Marzahn Mitte,48582.0,5.90783,18.15076,41.32174,-1.50182,-1.23448,-3.56218
100103,Marzahn Süd,38472.0,3.93011,11.37191,27.31727,-1.19495,-1.42944,-6.37627
100204,Hellersdorf Nord,36047.0,6.25373,23.60807,47.71339,-2.76916,-2.67466,-8.20777
100205,Hellersdorf Ost,20632.0,4.94113,17.66673,38.61865,-1.61172,-1.13401,-5.21856
100206,Hellersdorf Süd,24857.0,4.44268,14.63974,35.14668,-0.91791,-0.35537,-1.38286
100307,Biesdorf,27412.0,1.43384,3.94718,7.07862,-0.48176,0.20759,0.5458
100408,Kaulsdorf,19374.0,1.21709,3.34985,6.40279,-0.34356,-0.25049,-1.22641
100409,Mahlsdorf,29156.0,0.73638,1.64975,2.4075,-0.34212,-0.29487,-0.73342
110101,"Malchow, Wartenberg und Falkenberg",4783.0,1.29947,4.64144,7.75076,-0.67212,0.09694,1.28922
110102,Neu-Hohenschönhausen Nord,29169.0,6.0845,19.94926,43.58398,-0.73777,-0.86174,-2.86579
110103,Neu-Hohenschönhausen Süd,27277.0,6.1752,18.44411,43.6264,-1.10369,-0.82198,-4.03128
110204,Alt-Hohenschönhausen Nord,16288.0,4.45419,13.23674,31.42639,-0.59041,1.49383,3.41434
110205,Alt-Hohenschönhausen Süd,32438.0,3.81716,10.95012,26.52935,-0.41876,-0.41482,-1.57209
110306,Fennpfuhl,33746.0,4.84176,12.98821,36.24587,-1.03042,-1.57771,-3.88711
110307,Alt-Lichtenberg,30807.0,3.54557,10.0237,21.78928,-0.9679,-0.32422,-0.50325
110308,Frankfurter Allee Süd,10084.0,4.23433,14.02221,37.29904,-0.91575,-0.03109,-1.47124
110409,Neu-Lichtenberg,33472.0,4.12338,10.6238,21.39282,-1.00873,-0.67681,-2.47549
110410,Friedrichsfelde Nord,15221.0,5.65847,14.99244,38.12658,-1.11236,-1.40338,-3.85609
110411,Friedrichsfelde Süd,25613.0,4.7632,11.83383,35.95342,-0.51148,-0.28183,-2.72583
110512,Rummelsburger Bucht,4216.0,2.68836,8.30171,11.68969,0.78935,4.43794,8.41315
110513,Karlshorst,27379.0,1.6514,4.03594,6.21718,-0.26237,-0.12257,0.49794
121031,Ost 1,28550.0,6.35016,21.8704,48.92315,-1.7503,-1.1932,-3.31299
121032,Ost 2,27246.0,5.68019,18.04669,45.00584,-1.63702,-1.01791,-5.0835
122141,West 1,15603.0,4.82486,14.24726,32.3458,-0.5933,0.34909,1.26251
122144,West 4,27498.0,7.37118,23.3217,53.60118,-1.43559,0.38002,-1.06722
122145,West 5,11167.0,2.59547,7.3162,18.95735,-1.01623,0.53081,2.74113
122242,West 2,24098.0,0.915,2.90066,5.21357,-0.22998,0.28915,0.10954
122311,Nord 1,33471.0,1.1535,2.67694,4.89046,-0.0991,0.12442,0.22276
123012,Nord 2,31503.0,3.22849,8.78646,20.64267,-0.78258,-0.14844,-0.47611
123021,MV 1,39914.0,7.35164,27.66949,56.30209,-2.47283,-1.01887,-3.89507
123022,MV 2,9303.0,7.23542,25.32516,58.07645,-0.9554,0.49309,-1.53893
123043,West 3,16473.0,3.32856,9.1908,22.0937,-0.85695,-0.41667,0.21106
