id,name,inhabitants,k01_youth_unemployment,k02_single_parent_households,k03_old_age_poverty,k04_children_with_migration_background,k05_inhabitants_with_migration_background,k16_foreigners,k06_change_proportion_of_foreigner,k17_non_eu_foreigners,k07_foreign_transfer_recipients,k08_urban_apartments,k14_living_rooms,k15_living_space,k09_simple_residential_area,k10_duration_of_residence_over_5_years,k11_migration_volume,k12_balance_of_migration,k13_balance_of_migration_of_children_below_6
070707,Lichtenrade,50797,3.80033,-,3.4792,39.16253,21.37922,9.83916,2.28903,63.66547,38.41908,14.62223,1.92391,42.48521,34.53157,69.35116,19.0379,1.48083,6.77347
080101,Schillerpromenade,32154,6.78675,-,20.02666,77.01824,53.01673,34.28189,0.22141,60.33748,34.94973,8.43538,1.50961,32.50638,99.95957,57.33189,33.72811,-0.49259,-5.49242
080102,Neuköllner Mitte/Zentrum,38073,6.64767,-,19.62217,82.22506,57.29257,35.67095,-0.53804,62.13828,37.15993,16.52078,1.41378,31.36632,100,58.39896,32.66468,-1.12674,-6.16305
080103,Reuterstraße,39974,5.3744,-,17.14207,67.79455,49.03938,31.88322,0.50273,57.14398,27.77447,2.97762,1.59686,34.74794,100,59.41024,31.44175,-1.21147,-7.31623
080104,Rixdorf,40698,6.64091,-,16.4433,76.41176,51.67822,34.25721,1.38914,57.3232,35.13472,3.79286,1.52145,32.29667,97.49373,55.14568,35.59571,0.1386,-5.16501
080105,Köllnische Heide,15605,9.78509,-,18.04832,87.10731,66.58763,31.40019,0.02369,81.16327,63.17786,25.27335,1.36302,26.19391,98.88497,66.6411,21.22256,0.08394,-1.24111
080206,Britz,42701,5.12469,-,7.06925,61.5532,36.49563,18.77708,1.73035,64.38014,41.64271,12.99869,1.68125,34.47751,64.18117,65.61197,23.70818,1.04248,0.37227
080207,Buckow,28439,3.97503,-,4.01857,52.58719,28.53827,12.90833,2.37394,66.49414,36.91435,15.45373,1.84563,38.34326,81.77854,68.66385,19.97881,0.9275,5.29982
080308,Gropiusstadt,36874,6.05387,-,6.87023,76.56662,46.12735,18.61203,1.55779,76.64287,49.17952,25.13111,1.63286,34.87772,97.19586,70.99755,16.64813,0.88179,2.12919
080409,Buckow Nord,9696,3.10766,-,3.55009,58.52601,29.32137,12.02558,1.35848,70.66895,35.18868,4.73984,1.85932,38.62201,89.43894,67.61443,17.88296,2.26269,4.35546
080410,Rudow,43308,2.57426,-,2.40065,43.03164,23.51298,9.20615,1.23417,64.23376,25.8685,12.50757,1.91701,41.16893,52.62538,70.79147,16.70817,1.09594,6.17824
090101,Alt-Treptow,12004,2.89352,-,4.55927,38.6264,28.22393,17.62746,2.99716,54.58412,22.15251,20.2765,1.58139,34.71959,70.02666,57.61401,26.51486,1.94742,-4.28719
090102,Plänterwald,11142,3.0914,-,2.10721,26.9943,13.39077,7.88009,2.25771,49.20273,20.90069,23.53453,1.94229,37.30147,0,66.76134,18.75706,0.61442,-2.6466
090103,Baumschulenweg,18293,2.35294,-,1.70794,25.83144,13.6227,7.51107,1.56672,57.27802,21.82936,9.11634,1.92533,37.80703,16.02252,62.83641,23.73446,2.4579,-1.96901
090104,Johannisthal,19683,2.74689,-,2.11855,24.8941,12.21359,7.42265,3.84911,72.4846,17.75106,22.21383,1.82091,37.76812,12.39648,66.49369,22.41975,3.06341,6.93338
090205,Oberschöneweide,21548,4.01522,-,5.08772,31.72725,18.78133,13.12883,4.2884,54.40085,36.27557,29.9866,1.73399,34.97898,44.36607,52.26586,33.55816,2.43565,-0.84067
090206,Niederschöneweide,11170,4.04896,-,2.13402,22.35669,14.64637,10.41182,0.99226,57.43766,35.2993,22.59631,1.82346,36.40895,56.85765,59.79031,29.88905,1.51351,-3.92429
090207,Adlershof,17350,3.50467,-,2.20546,24.88518,14.7147,10.9049,3.57003,63.63636,20.30075,16.69108,1.87787,38.80098,9.37176,57.2018,32.62949,3.10533,1.32644
090208,Köllnische Vorstadt/Spindlersfeld,10672,3.17634,-,2.59809,19.69618,12.9404,8.77999,3.69574,51.54749,27.44237,36.44139,1.94781,36.74803,36.47864,58.80707,29.24043,2.1366,1.86319
090309,Altglienicke,26728,3.21673,-,2.88737,21.65797,13.10611,6.33044,2.58391,66.37116,22.94372,23.13674,1.73994,37.15542,30.36142,67.45235,20.99293,0.9587,4.71122
090310,Bohnsdorf,12776,1.84645,-,1.24957,18.83777,10.43363,6.77051,2.97966,61.27168,13.42201,10.09806,1.94458,40.25227,53.17783,70.3983,18.6711,2.29066,7.6909
090311,Grünau,6041,2.76382,-,1.15012,23.39901,11.09088,8.19401,2.86563,67.87879,31.51261,6.09679,2.00513,41.23341,0.09932,61.59458,26.60063,3.25138,7.04895
090312,Schmöckwitz/Karolinenhof/Rauchfangswerder,4274,0,-,0.72007,13.27014,7.7913,4.25831,0.88042,61.53846,10.58824,0,2.18811,50.29176,34.23023,71.80799,16.44971,2.28681,5.88009
090413,Köpenick Süd,16249,2.3976,-,1.15334,16.61523,7.54508,4.91723,3.1557,75.84481,23.57513,21.00549,2.12955,40.84467,0.90467,69.91834,21.95663,2.75079,9.50668
090414,Allende-Viertel,6447,2.41546,-,0.9263,22.45922,10.91981,7.47635,0.51982,83.60996,21.7759,30.61972,1.77928,38.94137,2.31115,68.07345,25.43645,2.53976,-0.23548
090415,Altstadt Kietz,7382,3.96694,-,5.03089,20.07326,12.78786,7.42346,2.57194,51.64234,37.03008,52.92465,1.83595,35.88513,24.61393,57.75216,27.54066,1.15391,-2
090416,Müggelheim,6582,0,-,0.67361,11.18211,5.49985,2.30933,0.40807,48.02632,4.8951,0,2.06503,46.26542,4.22364,75.72601,13.98698,0.66534,9.86713
090517,Friedrichshagen,18268,1.43678,-,1.01169,11.60881,5.93387,3.39939,1.0816,61.99678,26,26.70369,2.03399,40.13192,0.26275,67.86696,20.54654,2.03178,1.23881
090518,Rahnsdorf/Hessenwinkel,9393,2.00927,-,0.71599,16.72426,8.58086,5.58927,2.94576,67.80952,14.28571,2.14803,2.07463,47.22613,2.74673,74.36382,18.11105,2.31653,11.08482
090519,Dammvorstadt,10747,2.98913,-,1.81895,13.39585,8.58844,5.27589,1.96075,55.20282,19.36685,6.69323,1.94892,41.63646,5.71322,55.08958,26.87644,3.41293,-0.21669
090520,Köpenick Nord,12775,1.75029,-,1.09589,14.13772,5.70646,3.1546,1.05704,51.86104,28.46154,10.93274,2.25511,42.31734,1.65166,70.81336,17.13409,2.45214,7.29523
100101,Marzahn Nord,23502,5.03232,-,8.70143,34.88421,22.85763,9.77364,1.90547,71.83283,48.44103,62.16877,1.88571,32.64424,100,66.49412,18.51911,0.15104,0.64093
100102,Marzahn Mitte,47954,5.91168,-,4.19879,35.53616,21.08687,11.24202,4.10381,74.42033,36.73314,30.88848,1.96499,33.99954,38.87475,64.51194,26.7464,1.96039,2.46772
100103,Marzahn Süd,37457,3.4496,-,2.42976,36.39059,18.65873,7.97982,1.29482,67.58113,35.50052,27.15134,2.04472,36.90613,50.36709,69.67188,19.84692,0.75028,-0.2911
100204,Hellersdorf Nord,35023,6.21453,-,8.23764,32.77369,21.71716,12.43183,4.45586,56.91318,46.15025,29.47874,1.62559,32.16069,0.41687,58.89889,26.06489,1.02612,0.57846
100205,Hellersdorf Ost,20079,5.0905,-,3.60682,26.1917,15.98685,10.24453,2.93429,62.90715,36.59136,35.01427,1.83844,33.10015,0,60.61817,25.61994,0.45753,0.80001
100206,Hellersdorf Süd,24528,3.68272,-,3.8633,20.77852,11.74984,5.26745,0.8504,60.83591,39.27711,76.75712,1.78417,33.62064,0,66.7542,18.38533,0.16355,-0.44574
100307,Biesdorf,26420,1.21655,-,1.42031,21.24661,12.81605,7.43755,2.41213,76.89567,10.31787,9.694,2.00151,41.46173,46.29447,71.20752,18.97655,2.01798,7.09035
100408,Kaulsdorf,19026,2.00286,-,0.84594,12.46159,6.41228,3.05372,1.09862,56.45439,18.26401,0.79065,2.02838,45.01929,38.9835,76.20535,14.19889,0.98524,9.49451
100409,Mahlsdorf,28026,0.84299,-,0.68318,11.4455,6.02655,2.67252,0.58022,52.33645,17.5,0.84847,2.10373,46.38454,93.94491,74.87534,13.87266,1.05483,10.08835
110101,"Malchow, Wartenberg und Falkenberg",4753,0,-,1.52905,19.25631,12.20282,8.54197,6.45439,86.4532,15.75,4.04145,1.86388,40.89649,90.93204,65.66054,28.69724,4.30668,14.05449
110102,Neu-Hohenschönhausen Nord,28730,5.07305,-,5.99089,36.04294,22.00139,11.81344,3.61445,68.44431,44.7218,64.19003,1.94107,32.70821,0.01044,65.70763,20.21069,0.92631,2.30959
110103,Neu-Hohenschönhausen Süd,26679,5.79848,-,3.13596,40.51549,21.35387,11.81454,3.81345,78.74365,49.83777,47.03165,1.90974,34.0214,0.45354,71.18135,19.21772,1.81676,5.45623
110204,Alt-Hohenschönhausen Nord,15652,4.67013,-,1.94565,38.1079,20.25939,13.64682,6.41382,77.76217,32.57034,39.49213,1.91126,37.6366,21.39024,61.35007,31.31299,6.06633,13.89547
110205,Alt-Hohenschönhausen Süd,31342,2.68107,-,1.88794,37.31225,18.7161,12.15302,3.88984,78.60331,37.3594,31.59162,1.83387,35.87075,1.55702,63.27798,25.69856,2.61904,4.3421
110306,Fennpfuhl,32782,3.80474,-,2.63607,49.45055,25.08694,14.59337,2.12032,73.34866,32.79075,30.68947,1.93429,33.95101,1.94619,67.28814,21.8553,0.75576,-0.08077
110307,Alt-Lichtenberg,31185,2.67315,-,3.37771,47.93959,33.21148,26.98413,7.6113,63.44623,14.95958,26.46066,1.58996,31.49277,43.91855,44.87778,60.54073,7.42461,6.56574
110308,Frankfurter Allee Süd,10019,2.28672,-,3.50109,51.04542,31.35043,18.53478,1.83147,77.92138,25.98556,49.8446,1.85368,33.04062,21.91836,66.39866,22.14173,0.01005,0.10185
110409,Neu-Lichtenberg,31839,2.84876,-,4.98396,27.2431,18.13813,11.89736,2.32541,54.09187,25.43384,24.92286,1.88062,36.81328,79.4089,56.83191,28.04227,0.91636,-4.01879
110410,Friedrichsfelde Nord,14461,4.23024,-,3.83536,53.86064,29.36865,18.91294,5.69907,69.57952,34.7341,26.9366,1.75832,33.58302,69.92601,59.63899,29.22883,2.89814,2.22481
110411,Friedrichsfelde Süd,25108,2.61341,-,1.8805,41.64144,19.60331,11.66959,0.8869,73.72014,32.86566,47.66503,1.92895,34.91067,30.05018,66.88075,20.91567,1.47052,3.05451
110512,Rummelsburger Bucht,3494,0,-,1.20773,20.2381,14.25301,6.78306,0.70119,55.6962,11.68831,6.68571,1.94448,45.55037,13.62335,65.18448,19.6697,-0.23412,-3.76404
110513,Karlshorst,27077,0.87536,-,1.82371,20.66654,15.43746,10.75451,4.6376,74.86264,7.77039,25.25237,1.85002,38.80995,2.4338,57.10559,31.3349,5.11899,7.33905
121031,Ost 1,27719,4.51432,-,8.06857,70.45061,44.64086,26.05794,3.48782,60.77807,37.83864,5.78772,1.63985,32.85905,100,57.99008,27.82041,1.81851,0.31785
121032,Ost 2,26919,4.17818,-,5.79908,63.55093,37.63141,20.24592,3.36261,63.70642,37.02,0.80808,1.74067,33.71927,86.28107,61.60669,24.53694,1.9947,-0.78929
122141,West 1,14966,3.40988,-,4.90544,48.73532,29.82761,14.56635,3.01098,65,31.17081,39.02407,1.90291,37.59301,17.43285,65.70569,21.71625,1.14542,0.99111
122144,West 4,26733,5.78114,-,6.91458,73.26227,45.92825,25.73972,3.03991,58.20375,43.69419,13.42301,1.72637,33.2758,99.1359,61.54849,29.06824,0.92094,-1.42862
122145,West 5,10950,2.35546,-,2.71467,38.32237,19.11416,10.30137,1.29168,57.18085,20.50209,1.62535,1.82858,41.33817,1.18721,60.52956,22.44437,2.44211,-0.09666
122242,West 2,24124,1.01758,-,0.92484,24.3111,12.24507,5.2769,1.29332,53.57423,7.50452,1.50569,2.11777,47.23392,15.55712,72.61853,16.19149,0.95846,7.38154
122311,Nord 1,33418,1.20846,-,1.0632,21.37487,11.59555,5.12897,0.88611,44.63244,13.2589,1.75592,2.29409,51.84392,0.21545,72.23815,15.52819,1.14214,9.08019
123012,Nord 2,31875,3.11825,-,2.51929,46.28467,24.19451,14.08941,3.95701,71.20908,23.88703,2.89408,1.88204,39.56897,1.2549,63.57533,30.01572,3.05262,7.32627
123021,MV 1,39706,4.9979,-,5.80553,69.53083,46.12401,22.4626,2.29855,72.41843,53.3444,84.43353,1.58437,31.43084,100,59.47256,21.02231,2.57542,6.34488
123022,MV 2,9230,3.76448,-,6.09137,60.40415,36.71723,20.67172,7.36048,67.34801,58.82353,11.07234,1.74399,35.37194,25.57963,59.06593,23.19218,2.96626,12.17121
123043,West 3,16279,2.33356,-,4.02353,30.90818,15.74421,8.34818,1.26864,55.48197,29.39719,15.17178,2.08618,40.63345,40.65975,69.18231,19.36021,0.71483,0.20759
